Time of Call,API Code,App Name,call_count
2023-02-28,A12,AWS,398
2023-03-31,A12,Freshdesk,466
2023-04-30,A12,GitLab,450
2023-05-31,A12,AWS,457
2023-06-30,A12,Ola,439
2023-07-31,A12,PhonePe,440
2023-08-31,A12,Uber,471
2023-09-30,A12,Amazon Pay,442
2023-10-31,A12,Instagram,493
2023-11-30,A12,LinkedIn,434
2023-12-31,A12,Freshdesk,448
2024-01-31,A12,Freshdesk,484
2024-02-29,A12,Google Pay,421
2024-03-31,A12,PhonePe,443
2024-04-30,A12,GitHub,438
2024-05-31,A12,OpenAI,441
2024-06-30,A12,PayPal,461
2024-07-31,A12,Amazon,476
2024-08-31,A12,Jira,496
2024-09-30,A12,Stripe,467
2024-10-31,A12,Twitter (X),452
2024-11-30,A12,Salesforce,447
2024-12-31,A12,Netflix,484
2025-01-31,A12,Confluence,466
2025-02-28,A12,Facebook,396
2025-03-31,A12,OpenAI,428
2025-04-30,A12,Amazon,440
2025-05-31,A12,Amazon Pay,432
2025-06-30,A12,Microsoft Azure,430
2025-07-31,A12,Hotstar,381
2025-08-31,A12,Microsoft Azure,451
2025-09-30,A12,PhonePe,431
2025-10-31,A12,PayPal,435
2025-11-30,A12,AWS,243
