API Code,Time of Call,App Name
A12,3/13/2025 14:34,Spotify
A12,7/23/2024 23:14,Dropbox
A12,8/1/2024 17:14,Slack
A12,8/23/2025 6:24,Freshdesk
A12,9/21/2024 20:32,Google Cloud
A12,8/27/2024 10:50,GitLab
A12,10/29/2024 13:53,Ola
A12,6/23/2023 16:51,YouTube
A12,9/5/2023 22:43,Flipkart
A12,8/29/2024 13:53,Netflix
A12,4/3/2024 11:36,Snapchat
A12,11/11/2023 3:19,Zoho
A12,3/23/2023 16:14,Facebook
A12,5/5/2023 3:04,PayPal
A12,4/13/2023 0:38,AWS
A12,9/8/2023 23:44,Twitter (X)
A12,6/6/2024 15:53,Uber
A12,5/13/2023 14:13,WhatsApp
A12,6/16/2025 10:40,Ola
A12,9/17/2024 3:47,Google Cloud
A12,6/2/2023 19:52,Instagram
A12,2/18/2023 22:02,AWS
A12,6/17/2023 17:51,Spotify
A12,6/10/2025 18:43,AWS
A12,1/1/2025 10:35,Microsoft Teams
A12,3/6/2023 12:33,Amazon
A12,8/19/2023 23:19,Slack
A12,6/19/2025 5:29,Google Pay
A12,7/20/2023 1:15,Dropbox
A12,11/4/2023 7:13,Google Pay
A12,1/2/2024 1:31,Instagram
A12,2/22/2025 11:56,Amazon Pay
A12,2/20/2025 3:19,AWS
A12,3/16/2024 22:38,Spotify
A12,10/29/2023 0:44,Ola
A12,3/15/2025 12:03,OpenAI
A12,4/1/2023 20:16,Netflix
A12,1/25/2024 18:30,AWS
A12,5/9/2023 0:32,Snapchat
A12,4/2/2023 19:35,Zomato
A12,8/20/2025 19:30,Amazon Pay
A12,1/24/2024 8:28,LinkedIn
A12,7/28/2025 15:03,Microsoft Azure
A12,8/15/2025 10:38,Slack
A12,4/6/2025 12:37,Amazon
A12,4/18/2023 2:10,LinkedIn
A12,7/17/2023 23:44,Zomato
A12,3/11/2023 8:11,Freshdesk
A12,9/24/2024 9:37,Google Pay
A12,5/12/2025 10:31,Freshdesk
A12,10/9/2024 10:30,Flipkart
A12,10/17/2023 5:57,YouTube
A12,7/29/2024 16:09,iCloud
A12,2/6/2024 20:38,Zomato
A12,8/6/2024 22:44,Amazon Pay
A12,11/11/2024 20:21,Microsoft Azure
A12,5/15/2025 10:46,AWS
A12,5/24/2024 12:55,Zoho
A12,8/24/2025 8:06,YouTube
A12,7/13/2024 1:34,Snapchat
A12,12/24/2023 12:39,Zoom
A12,8/8/2023 10:22,Zoom
A12,1/28/2024 2:54,Hotstar
A12,9/15/2024 7:49,iCloud
A12,3/28/2024 1:13,Twitter (X)
A12,10/13/2023 9:21,PhonePe
A12,4/30/2025 4:33,Twitter (X)
A12,11/23/2023 19:38,Zoho
A12,9/6/2023 7:13,Jira
A12,3/1/2025 3:16,Freshdesk
A12,7/30/2024 5:20,WhatsApp
A12,7/29/2023 14:29,LinkedIn
A12,12/1/2023 7:11,Zomato
A12,1/19/2025 19:06,Google Cloud
A12,10/10/2024 20:29,Google
A12,3/27/2025 1:16,Jira
A12,8/20/2023 4:49,LinkedIn
A12,7/26/2025 3:19,Google
A12,10/18/2025 15:25,Facebook
A12,3/30/2024 10:57,Flipkart
A12,8/30/2023 10:59,Stripe
A12,8/1/2024 23:49,Jira
A12,9/5/2025 14:01,iCloud
A12,7/25/2024 15:43,Razorpay
A12,11/1/2024 19:19,LinkedIn
A12,8/2/2024 19:20,iCloud
A12,4/12/2025 8:22,Amazon
A12,10/18/2025 21:19,Paytm
A12,4/8/2024 20:03,iCloud
