Time of Call,API Code,App Name,call_count
2023-02-05,A12,Zoom,69
2023-02-12,A12,YouTube,96
2023-02-19,A12,AWS,105
2023-02-26,A12,AWS,94
2023-03-05,A12,Flipkart,105
2023-03-12,A12,Freshdesk,93
2023-03-19,A12,Hotstar,110
2023-03-26,A12,Swiggy,120
2023-04-02,A12,Amazon,110
2023-04-09,A12,Freshdesk,107
2023-04-16,A12,Zomato,90
2023-04-23,A12,LinkedIn,106
2023-04-30,A12,Slack,109
2023-05-07,A12,Facebook,100
2023-05-14,A12,Salesforce,95
2023-05-21,A12,Dropbox,115
2023-05-28,A12,AWS,103
2023-06-04,A12,Flipkart,109
2023-06-11,A12,Razorpay,108
2023-06-18,A12,Ola,98
2023-06-25,A12,Amazon Pay,99
2023-07-02,A12,GitHub,95
2023-07-09,A12,Amazon,92
2023-07-16,A12,Freshdesk,99
2023-07-23,A12,Snapchat,96
2023-07-30,A12,Salesforce,112
2023-08-06,A12,Paytm,116
2023-08-13,A12,Swiggy,114
2023-08-20,A12,Google,86
2023-08-27,A12,Microsoft Teams,103
2023-09-03,A12,Freshdesk,113
2023-09-10,A12,Amazon Pay,94
2023-09-17,A12,Amazon Pay,115
2023-09-24,A12,Zoho,110
2023-10-01,A12,Zomato,92
2023-10-08,A12,Instagram,111
2023-10-15,A12,AWS,109
2023-10-22,A12,Confluence,116
2023-10-29,A12,Stripe,114
2023-11-05,A12,WhatsApp,91
2023-11-12,A12,LinkedIn,97
2023-11-19,A12,LinkedIn,100
2023-11-26,A12,Hotstar,113
2023-12-03,A12,Paytm,105
2023-12-10,A12,Razorpay,101
2023-12-17,A12,Google Pay,100
2023-12-24,A12,YouTube,116
2023-12-31,A12,Confluence,87
2024-01-07,A12,Freshdesk,97
2024-01-14,A12,Ola,113
2024-01-21,A12,Razorpay,117
2024-01-28,A12,Google Pay,122
2024-02-04,A12,Paytm,83
2024-02-11,A12,OpenAI,120
2024-02-18,A12,PhonePe,104
2024-02-25,A12,Ola,93
2024-03-03,A12,Google Pay,98
2024-03-10,A12,Salesforce,110
2024-03-17,A12,Stripe,93
2024-03-24,A12,Microsoft Azure,110
2024-03-31,A12,Microsoft Teams,88
2024-04-07,A12,Google Cloud,87
2024-04-14,A12,iCloud,110
2024-04-21,A12,Amazon Pay,104
2024-04-28,A12,Twitter (X),119
2024-05-05,A12,Facebook,83
2024-05-12,A12,Microsoft Teams,102
2024-05-19,A12,Instagram,97
2024-05-26,A12,Twitter (X),96
2024-06-02,A12,OpenAI,109
2024-06-09,A12,Snapchat,117
2024-06-16,A12,PayPal,82
2024-06-23,A12,Microsoft Azure,107
2024-06-30,A12,Zoom,127
2024-07-07,A12,Amazon,105
2024-07-14,A12,Snapchat,93
2024-07-21,A12,Amazon Pay,119
2024-07-28,A12,Amazon Pay,117
2024-08-04,A12,WhatsApp,112
2024-08-11,A12,Jira,106
2024-08-18,A12,Confluence,119
2024-08-25,A12,Amazon Pay,111
2024-09-01,A12,PhonePe,109
2024-09-08,A12,Netflix,111
2024-09-15,A12,Netflix,76
2024-09-22,A12,Google Cloud,119
2024-09-29,A12,Razorpay,117
2024-10-06,A12,AWS,105
2024-10-13,A12,GitHub,113
2024-10-20,A12,Microsoft Azure,101
2024-10-27,A12,Microsoft Teams,104
2024-11-03,A12,Amazon Pay,99
2024-11-10,A12,Confluence,111
2024-11-17,A12,Salesforce,105
2024-11-24,A12,WhatsApp,109
2024-12-01,A12,Zoho,88
2024-12-08,A12,YouTube,125
2024-12-15,A12,Jira,102
2024-12-22,A12,Dropbox,100
2024-12-29,A12,Netflix,113
2025-01-05,A12,Flipkart,97
2025-01-12,A12,PhonePe,95
2025-01-19,A12,Twitter (X),108
2025-01-26,A12,Facebook,113
2025-02-02,A12,Confluence,116
2025-02-09,A12,YouTube,99
2025-02-16,A12,Dropbox,95
2025-02-23,A12,Zoho,103
2025-03-02,A12,Razorpay,95
2025-03-09,A12,Hotstar,104
2025-03-16,A12,Dropbox,104
2025-03-23,A12,Ola,74
2025-03-30,A12,GitHub,103
2025-04-06,A12,Amazon,96
2025-04-13,A12,Microsoft Azure,120
2025-04-20,A12,Facebook,109
2025-04-27,A12,Google,93
2025-05-04,A12,Instagram,89
2025-05-11,A12,iCloud,84
2025-05-18,A12,Swiggy,108
2025-05-25,A12,Amazon Pay,100
2025-06-01,A12,Amazon Pay,109
2025-06-08,A12,Microsoft Azure,94
2025-06-15,A12,Microsoft Azure,96
2025-06-22,A12,Google Pay,102
2025-06-29,A12,Freshdesk,103
2025-07-06,A12,Swiggy,76
2025-07-13,A12,Microsoft Teams,94
2025-07-20,A12,Hotstar,96
2025-07-27,A12,Ola,84
2025-08-03,A12,Hotstar,90
2025-08-10,A12,Razorpay,105
2025-08-17,A12,Confluence,124
2025-08-24,A12,Hotstar,88
2025-08-31,A12,Amazon,91
2025-09-07,A12,Flipkart,115
2025-09-14,A12,Dropbox,90
2025-09-21,A12,Amazon,108
2025-09-28,A12,Freshdesk,89
2025-10-05,A12,PayPal,90
2025-10-12,A12,Amazon,102
2025-10-19,A12,Flipkart,100
2025-10-26,A12,Confluence,95
2025-11-02,A12,Dropbox,102
2025-11-09,A12,AWS,93
2025-11-16,A12,Confluence,106
2025-11-23,A12,Freshdesk,19
