Time of Call,API Code,App Name,call_count
2023-02-28,A66,Hotstar,403
2023-03-31,A66,Razorpay,464
2023-04-30,A66,Zoom,449
2023-05-31,A66,Jira,449
2023-06-30,A66,Spotify,465
2023-07-31,A66,PhonePe,481
2023-08-31,A66,GitLab,503
2023-09-30,A66,GitLab,440
2023-10-31,A66,Netflix,450
2023-11-30,A66,GitLab,456
2023-12-31,A66,Ola,477
2024-01-31,A66,Slack,471
2024-02-29,A66,Zomato,416
2024-03-31,A66,OpenAI,478
2024-04-30,A66,Spotify,423
2024-05-31,A66,Ola,449
2024-06-30,A66,Zoom,465
2024-07-31,A66,iCloud,499
2024-08-31,A66,YouTube,484
2024-09-30,A66,OpenAI,428
2024-10-31,A66,LinkedIn,492
2024-11-30,A66,Flipkart,448
2024-12-31,A66,Razorpay,485
2025-01-31,A66,GitHub,442
2025-02-28,A66,Amazon,396
2025-03-31,A66,Uber,449
2025-04-30,A66,AWS,398
2025-05-31,A66,Amazon,421
2025-06-30,A66,Netflix,419
2025-07-31,A66,Google,431
2025-08-31,A66,Ola,409
2025-09-30,A66,Hotstar,380
2025-10-31,A66,Microsoft Azure,474
2025-11-30,A66,Ola,247
