Time of Call,API Code,App Name,call_count
2023-02-05,A66,Hotstar,60
2023-02-12,A66,Google Cloud,122
2023-02-19,A66,Snapchat,89
2023-02-26,A66,Hotstar,104
2023-03-05,A66,AWS,102
2023-03-12,A66,Razorpay,96
2023-03-19,A66,Snapchat,103
2023-03-26,A66,Zoom,125
2023-04-02,A66,Stripe,94
2023-04-09,A66,iCloud,109
2023-04-16,A66,Amazon Pay,116
2023-04-23,A66,Google,103
2023-04-30,A66,GitLab,93
2023-05-07,A66,Amazon,94
2023-05-14,A66,GitLab,91
2023-05-21,A66,Jira,109
2023-05-28,A66,YouTube,97
2023-06-04,A66,Dropbox,118
2023-06-11,A66,WhatsApp,112
2023-06-18,A66,PhonePe,114
2023-06-25,A66,Google,100
2023-07-02,A66,Snapchat,102
2023-07-09,A66,Razorpay,109
2023-07-16,A66,Uber,110
2023-07-23,A66,PhonePe,112
2023-07-30,A66,Jira,115
2023-08-06,A66,Zoom,128
2023-08-13,A66,Instagram,106
2023-08-20,A66,Google Cloud,108
2023-08-27,A66,Freshdesk,108
2023-09-03,A66,GitLab,114
2023-09-10,A66,Confluence,100
2023-09-17,A66,GitLab,102
2023-09-24,A66,Ola,101
2023-10-01,A66,GitHub,105
2023-10-08,A66,PhonePe,106
2023-10-15,A66,Flipkart,99
2023-10-22,A66,Microsoft Azure,94
2023-10-29,A66,Facebook,103
2023-11-05,A66,Google Pay,112
2023-11-12,A66,Flipkart,96
2023-11-19,A66,GitLab,108
2023-11-26,A66,Facebook,108
2023-12-03,A66,Freshdesk,99
2023-12-10,A66,Confluence,107
2023-12-17,A66,Ola,119
2023-12-24,A66,Freshdesk,119
2023-12-31,A66,Google Cloud,96
2024-01-07,A66,GitHub,109
2024-01-14,A66,Facebook,107
2024-01-21,A66,Slack,112
2024-01-28,A66,Hotstar,104
2024-02-04,A66,Slack,84
2024-02-11,A66,Google Pay,98
2024-02-18,A66,Paytm,105
2024-02-25,A66,Zomato,115
2024-03-03,A66,Facebook,106
2024-03-10,A66,Spotify,95
2024-03-17,A66,Google Cloud,106
2024-03-24,A66,Instagram,117
2024-03-31,A66,Netflix,107
2024-04-07,A66,Spotify,93
2024-04-14,A66,Google,96
2024-04-21,A66,PhonePe,111
2024-04-28,A66,Twitter (X),91
2024-05-05,A66,Ola,101
2024-05-12,A66,Paytm,98
2024-05-19,A66,AWS,89
2024-05-26,A66,Swiggy,115
2024-06-02,A66,Amazon Pay,118
2024-06-09,A66,Flipkart,101
2024-06-16,A66,Dropbox,109
2024-06-23,A66,Facebook,99
2024-06-30,A66,Ola,116
2024-07-07,A66,Salesforce,104
2024-07-14,A66,Salesforce,114
2024-07-21,A66,Paytm,115
2024-07-28,A66,Slack,105
2024-08-04,A66,Microsoft Azure,128
2024-08-11,A66,YouTube,102
2024-08-18,A66,Freshdesk,110
2024-08-25,A66,Twitter (X),121
2024-09-01,A66,Razorpay,98
2024-09-08,A66,PhonePe,86
2024-09-15,A66,Salesforce,99
2024-09-22,A66,YouTube,119
2024-09-29,A66,Zoom,98
2024-10-06,A66,Hotstar,99
2024-10-13,A66,Amazon Pay,108
2024-10-20,A66,Zomato,102
2024-10-27,A66,LinkedIn,115
2024-11-03,A66,GitLab,120
2024-11-10,A66,Confluence,100
2024-11-17,A66,Google Pay,109
2024-11-24,A66,Flipkart,101
2024-12-01,A66,Flipkart,113
2024-12-08,A66,Google Pay,106
2024-12-15,A66,Ola,108
2024-12-22,A66,Razorpay,106
2024-12-29,A66,LinkedIn,109
2025-01-05,A66,Facebook,101
2025-01-12,A66,GitHub,100
2025-01-19,A66,Google Pay,110
2025-01-26,A66,Microsoft Azure,98
2025-02-02,A66,Instagram,100
2025-02-09,A66,Amazon,87
2025-02-16,A66,Snapchat,110
2025-02-23,A66,Netflix,99
2025-03-02,A66,Salesforce,114
2025-03-09,A66,Uber,95
2025-03-16,A66,Jira,88
2025-03-23,A66,Instagram,94
2025-03-30,A66,Spotify,121
2025-04-06,A66,Facebook,79
2025-04-13,A66,Spotify,100
2025-04-20,A66,AWS,97
2025-04-27,A66,AWS,104
2025-05-04,A66,Spotify,93
2025-05-11,A66,Amazon,91
2025-05-18,A66,Netflix,84
2025-05-25,A66,Instagram,93
2025-06-01,A66,Paytm,108
2025-06-08,A66,Stripe,108
2025-06-15,A66,LinkedIn,83
2025-06-22,A66,Google Pay,100
2025-06-29,A66,Netflix,90
2025-07-06,A66,AWS,109
2025-07-13,A66,Instagram,95
2025-07-20,A66,Twitter (X),101
2025-07-27,A66,Confluence,90
2025-08-03,A66,Google Pay,90
2025-08-10,A66,YouTube,91
2025-08-17,A66,GitLab,101
2025-08-24,A66,GitHub,95
2025-08-31,A66,Hotstar,87
2025-09-07,A66,Facebook,94
2025-09-14,A66,Hotstar,86
2025-09-21,A66,Ola,91
2025-09-28,A66,Amazon,87
2025-10-05,A66,Netflix,87
2025-10-12,A66,Microsoft Azure,122
2025-10-19,A66,Stripe,119
2025-10-26,A66,GitHub,94
2025-11-02,A66,Twitter (X),111
2025-11-09,A66,LinkedIn,101
2025-11-16,A66,PhonePe,97
2025-11-23,A66,LinkedIn,12
