Time of Call,API Code,App Name,call_count
2023-02-28,A21,Swiggy,391
2023-03-31,A21,Amazon,487
2023-04-30,A21,Flipkart,428
2023-05-31,A21,Netflix,461
2023-06-30,A21,AWS,442
2023-07-31,A21,Google Pay,413
2023-08-31,A21,Microsoft Teams,476
2023-09-30,A21,OpenAI,479
2023-10-31,A21,Swiggy,456
2023-11-30,A21,WhatsApp,457
2023-12-31,A21,Instagram,471
2024-01-31,A21,AWS,424
2024-02-29,A21,AWS,435
2024-03-31,A21,PayPal,467
2024-04-30,A21,Microsoft Teams,438
2024-05-31,A21,Dropbox,472
2024-06-30,A21,Instagram,463
2024-07-31,A21,Dropbox,451
2024-08-31,A21,Stripe,438
2024-09-30,A21,Hotstar,472
2024-10-31,A21,Netflix,442
2024-11-30,A21,Google Pay,483
2024-12-31,A21,Zoho,459
2025-01-31,A21,Amazon,475
2025-02-28,A21,Google Pay,374
2025-03-31,A21,Google,453
2025-04-30,A21,Facebook,457
2025-05-31,A21,Jira,447
2025-06-30,A21,Twitter (X),419
2025-07-31,A21,PhonePe,410
2025-08-31,A21,Spotify,459
2025-09-30,A21,Snapchat,406
2025-10-31,A21,Facebook,422
2025-11-30,A21,GitLab,234
