Time of Call,API Code,App Name,call_count
2023-02-05,A21,Swiggy,56
2023-02-12,A21,Facebook,99
2023-02-19,A21,PhonePe,100
2023-02-26,A21,Swiggy,107
2023-03-05,A21,Amazon,110
2023-03-12,A21,Amazon Pay,101
2023-03-19,A21,Google,107
2023-03-26,A21,Slack,115
2023-04-02,A21,Amazon,120
2023-04-09,A21,Microsoft Teams,95
2023-04-16,A21,Google Cloud,95
2023-04-23,A21,Google Pay,92
2023-04-30,A21,Zoom,109
2023-05-07,A21,Netflix,111
2023-05-14,A21,Twitter (X),101
2023-05-21,A21,Paytm,108
2023-05-28,A21,Slack,99
2023-06-04,A21,Salesforce,109
2023-06-11,A21,PayPal,83
2023-06-18,A21,Snapchat,105
2023-06-25,A21,Ola,121
2023-07-02,A21,iCloud,95
2023-07-09,A21,Hotstar,87
2023-07-16,A21,GitLab,113
2023-07-23,A21,Flipkart,88
2023-07-30,A21,Facebook,85
2023-08-06,A21,Slack,96
2023-08-13,A21,Ola,93
2023-08-20,A21,Zomato,122
2023-08-27,A21,Microsoft Teams,108
2023-09-03,A21,PayPal,125
2023-09-10,A21,YouTube,116
2023-09-17,A21,GitLab,103
2023-09-24,A21,OpenAI,116
2023-10-01,A21,Jira,110
2023-10-08,A21,GitLab,108
2023-10-15,A21,Amazon,106
2023-10-22,A21,Facebook,95
2023-10-29,A21,Netflix,86
2023-11-05,A21,Amazon Pay,106
2023-11-12,A21,Spotify,107
2023-11-19,A21,Instagram,106
2023-11-26,A21,Zoom,120
2023-12-03,A21,Amazon Pay,107
2023-12-10,A21,LinkedIn,102
2023-12-17,A21,Amazon Pay,117
2023-12-24,A21,Google,101
2023-12-31,A21,Stripe,100
2024-01-07,A21,Jira,95
2024-01-14,A21,OpenAI,89
2024-01-21,A21,Netflix,95
2024-01-28,A21,Spotify,104
2024-02-04,A21,AWS,98
2024-02-11,A21,AWS,117
2024-02-18,A21,AWS,95
2024-02-25,A21,WhatsApp,116
2024-03-03,A21,AWS,89
2024-03-10,A21,Hotstar,116
2024-03-17,A21,Freshdesk,98
2024-03-24,A21,GitLab,97
2024-03-31,A21,Google Pay,117
2024-04-07,A21,Razorpay,103
2024-04-14,A21,Microsoft Teams,84
2024-04-21,A21,Microsoft Teams,123
2024-04-28,A21,Microsoft Azure,100
2024-05-05,A21,Hotstar,112
2024-05-12,A21,Google,108
2024-05-19,A21,Dropbox,101
2024-05-26,A21,Netflix,106
2024-06-02,A21,Amazon Pay,98
2024-06-09,A21,Confluence,96
2024-06-16,A21,Facebook,110
2024-06-23,A21,Instagram,97
2024-06-30,A21,Facebook,135
2024-07-07,A21,Amazon Pay,110
2024-07-14,A21,Dropbox,98
2024-07-21,A21,Spotify,98
2024-07-28,A21,Jira,96
2024-08-04,A21,Hotstar,103
2024-08-11,A21,Confluence,99
2024-08-18,A21,Facebook,105
2024-08-25,A21,Instagram,94
2024-09-01,A21,PhonePe,106
2024-09-08,A21,Flipkart,104
2024-09-15,A21,GitHub,111
2024-09-22,A21,Hotstar,118
2024-09-29,A21,Salesforce,105
2024-10-06,A21,Hotstar,93
2024-10-13,A21,Uber,112
2024-10-20,A21,Hotstar,94
2024-10-27,A21,Razorpay,93
2024-11-03,A21,Google Pay,122
2024-11-10,A21,Instagram,102
2024-11-17,A21,Google Pay,105
2024-11-24,A21,PhonePe,114
2024-12-01,A21,Freshdesk,119
2024-12-08,A21,GitHub,97
2024-12-15,A21,Zoho,97
2024-12-22,A21,LinkedIn,102
2024-12-29,A21,PayPal,114
2025-01-05,A21,Twitter (X),107
2025-01-12,A21,Uber,97
2025-01-19,A21,Spotify,134
2025-01-26,A21,Swiggy,106
2025-02-02,A21,YouTube,101
2025-02-09,A21,Flipkart,102
2025-02-16,A21,Dropbox,91
2025-02-23,A21,Google Pay,90
2025-03-02,A21,Hotstar,84
2025-03-09,A21,Confluence,95
2025-03-16,A21,Amazon Pay,97
2025-03-23,A21,Salesforce,104
2025-03-30,A21,AWS,115
2025-04-06,A21,Dropbox,109
2025-04-13,A21,Flipkart,95
2025-04-20,A21,Facebook,108
2025-04-27,A21,Amazon,111
2025-05-04,A21,Netflix,102
2025-05-11,A21,iCloud,84
2025-05-18,A21,Amazon,99
2025-05-25,A21,Google,116
2025-06-01,A21,Uber,105
2025-06-08,A21,Google Pay,98
2025-06-15,A21,Ola,84
2025-06-22,A21,Salesforce,90
2025-06-29,A21,PhonePe,112
2025-07-06,A21,GitLab,102
2025-07-13,A21,Dropbox,104
2025-07-20,A21,Dropbox,103
2025-07-27,A21,Confluence,86
2025-08-03,A21,GitHub,83
2025-08-10,A21,Microsoft Azure,118
2025-08-17,A21,Spotify,110
2025-08-24,A21,YouTube,92
2025-08-31,A21,Facebook,94
2025-09-07,A21,Flipkart,87
2025-09-14,A21,Freshdesk,94
2025-09-21,A21,Confluence,96
2025-09-28,A21,Snapchat,94
2025-10-05,A21,Slack,103
2025-10-12,A21,Amazon Pay,87
2025-10-19,A21,Facebook,100
2025-10-26,A21,OpenAI,97
2025-11-02,A21,Swiggy,98
2025-11-09,A21,GitLab,99
2025-11-16,A21,Spotify,91
2025-11-23,A21,Amazon,16
