Time of Call,API Code,App Name,call_count
2023-02-28,A59,Confluence,395
2023-03-31,A59,Confluence,473
2023-04-30,A59,Paytm,461
2023-05-31,A59,Twitter (X),459
2023-06-30,A59,Jira,441
2023-07-31,A59,Salesforce,496
2023-08-31,A59,Google,469
2023-09-30,A59,AWS,453
2023-10-31,A59,LinkedIn,460
2023-11-30,A59,OpenAI,428
2023-12-31,A59,Google Pay,485
2024-01-31,A59,Netflix,452
2024-02-29,A59,Zomato,429
2024-03-31,A59,Ola,468
2024-04-30,A59,PayPal,436
2024-05-31,A59,PayPal,464
2024-06-30,A59,Facebook,472
2024-07-31,A59,Spotify,435
2024-08-31,A59,Facebook,400
2024-09-30,A59,Google,453
2024-10-31,A59,Spotify,489
2024-11-30,A59,Microsoft Teams,452
2024-12-31,A59,AWS,472
2025-01-31,A59,GitLab,449
2025-02-28,A59,Twitter (X),401
2025-03-31,A59,Jira,436
2025-04-30,A59,Amazon Pay,395
2025-05-31,A59,Snapchat,409
2025-06-30,A59,Google,417
2025-07-31,A59,Razorpay,403
2025-08-31,A59,OpenAI,447
2025-09-30,A59,PhonePe,416
2025-10-31,A59,Flipkart,403
2025-11-30,A59,LinkedIn,223
