Time of Call,API Code,App Name,call_count
2023-02-05,A59,Confluence,60
2023-02-12,A59,OpenAI,107
2023-02-19,A59,Instagram,96
2023-02-26,A59,Confluence,100
2023-03-05,A59,Amazon Pay,101
2023-03-12,A59,Amazon Pay,115
2023-03-19,A59,Zomato,98
2023-03-26,A59,Netflix,125
2023-04-02,A59,Swiggy,92
2023-04-09,A59,Freshdesk,106
2023-04-16,A59,Paytm,106
2023-04-23,A59,Slack,126
2023-04-30,A59,Zomato,97
2023-05-07,A59,Google,118
2023-05-14,A59,Confluence,100
2023-05-21,A59,Google,102
2023-05-28,A59,Twitter (X),106
2023-06-04,A59,Google Cloud,100
2023-06-11,A59,Jira,91
2023-06-18,A59,Confluence,101
2023-06-25,A59,Twitter (X),102
2023-07-02,A59,PayPal,117
2023-07-09,A59,Netflix,124
2023-07-16,A59,Google,122
2023-07-23,A59,Facebook,94
2023-07-30,A59,Jira,102
2023-08-06,A59,Amazon,111
2023-08-13,A59,Salesforce,107
2023-08-20,A59,Dropbox,106
2023-08-27,A59,GitLab,93
2023-09-03,A59,GitHub,108
2023-09-10,A59,Zomato,114
2023-09-17,A59,AWS,120
2023-09-24,A59,Paytm,86
2023-10-01,A59,YouTube,110
2023-10-08,A59,Facebook,107
2023-10-15,A59,Ola,118
2023-10-22,A59,Swiggy,92
2023-10-29,A59,LinkedIn,93
2023-11-05,A59,Confluence,94
2023-11-12,A59,Freshdesk,99
2023-11-19,A59,OpenAI,109
2023-11-26,A59,PayPal,111
2023-12-03,A59,Zomato,87
2023-12-10,A59,Google,134
2023-12-17,A59,GitHub,110
2023-12-24,A59,Google Pay,91
2023-12-31,A59,Dropbox,112
2024-01-07,A59,GitHub,116
2024-01-14,A59,Razorpay,87
2024-01-21,A59,GitHub,101
2024-01-28,A59,Uber,106
2024-02-04,A59,Hotstar,105
2024-02-11,A59,Swiggy,102
2024-02-18,A59,Spotify,109
2024-02-25,A59,Microsoft Teams,90
2024-03-03,A59,Spotify,107
2024-03-10,A59,Zoom,95
2024-03-17,A59,Jira,114
2024-03-24,A59,Ola,102
2024-03-31,A59,Flipkart,115
2024-04-07,A59,Zoom,105
2024-04-14,A59,Confluence,98
2024-04-21,A59,AWS,99
2024-04-28,A59,PayPal,98
2024-05-05,A59,Google Pay,99
2024-05-12,A59,PayPal,105
2024-05-19,A59,Google Cloud,126
2024-05-26,A59,Zoho,102
2024-06-02,A59,Google,107
2024-06-09,A59,Hotstar,108
2024-06-16,A59,Amazon Pay,100
2024-06-23,A59,Facebook,114
2024-06-30,A59,iCloud,111
2024-07-07,A59,Dropbox,92
2024-07-14,A59,Spotify,91
2024-07-21,A59,AWS,112
2024-07-28,A59,Swiggy,97
2024-08-04,A59,Netflix,100
2024-08-11,A59,AWS,98
2024-08-18,A59,Twitter (X),93
2024-08-25,A59,Zoom,97
2024-09-01,A59,GitLab,71
2024-09-08,A59,Twitter (X),88
2024-09-15,A59,PhonePe,103
2024-09-22,A59,Amazon,106
2024-09-29,A59,LinkedIn,120
2024-10-06,A59,Google Cloud,98
2024-10-13,A59,Microsoft Azure,108
2024-10-20,A59,Google Cloud,126
2024-10-27,A59,AWS,119
2024-11-03,A59,Amazon Pay,108
2024-11-10,A59,Netflix,115
2024-11-17,A59,OpenAI,106
2024-11-24,A59,Microsoft Teams,93
2024-12-01,A59,LinkedIn,96
2024-12-08,A59,Razorpay,118
2024-12-15,A59,AWS,96
2024-12-22,A59,AWS,111
2024-12-29,A59,Amazon Pay,110
2025-01-05,A59,Microsoft Teams,102
2025-01-12,A59,Paytm,105
2025-01-19,A59,Facebook,106
2025-01-26,A59,Uber,90
2025-02-02,A59,Facebook,109
2025-02-09,A59,Flipkart,94
2025-02-16,A59,Zomato,99
2025-02-23,A59,Twitter (X),99
2025-03-02,A59,Snapchat,102
2025-03-09,A59,Amazon Pay,95
2025-03-16,A59,Salesforce,103
2025-03-23,A59,Amazon Pay,100
2025-03-30,A59,Jira,99
2025-04-06,A59,Confluence,90
2025-04-13,A59,Facebook,81
2025-04-20,A59,Razorpay,104
2025-04-27,A59,GitLab,95
2025-05-04,A59,Ola,92
2025-05-11,A59,Freshdesk,102
2025-05-18,A59,Amazon,93
2025-05-25,A59,Microsoft Teams,84
2025-06-01,A59,Amazon Pay,83
2025-06-08,A59,Amazon Pay,95
2025-06-15,A59,Facebook,101
2025-06-22,A59,WhatsApp,99
2025-06-29,A59,Amazon,106
2025-07-06,A59,Razorpay,80
2025-07-13,A59,Google,102
2025-07-20,A59,Microsoft Azure,98
2025-07-27,A59,GitLab,78
2025-08-03,A59,Amazon Pay,96
2025-08-10,A59,Ola,91
2025-08-17,A59,Netflix,117
2025-08-24,A59,Freshdesk,99
2025-08-31,A59,OpenAI,97
2025-09-07,A59,Hotstar,89
2025-09-14,A59,Amazon,99
2025-09-21,A59,PhonePe,104
2025-09-28,A59,Amazon,89
2025-10-05,A59,Flipkart,102
2025-10-12,A59,YouTube,95
2025-10-19,A59,Google Pay,77
2025-10-26,A59,GitHub,87
2025-11-02,A59,Flipkart,104
2025-11-09,A59,LinkedIn,99
2025-11-16,A59,Uber,84
2025-11-23,A59,YouTube,13
