Time of Call,API Code,App Name,call_count
2023-02-05,A7,Facebook,58
2023-02-12,A7,Freshdesk,119
2023-02-19,A7,OpenAI,95
2023-02-26,A7,Facebook,107
2023-03-05,A7,Google Pay,100
2023-03-12,A7,OpenAI,116
2023-03-19,A7,Amazon Pay,128
2023-03-26,A7,AWS,100
2023-04-02,A7,Amazon Pay,93
2023-04-09,A7,Confluence,101
2023-04-16,A7,Uber,89
2023-04-23,A7,Amazon Pay,93
2023-04-30,A7,iCloud,95
2023-05-07,A7,Twitter (X),110
2023-05-14,A7,AWS,119
2023-05-21,A7,Google,101
2023-05-28,A7,Spotify,102
2023-06-04,A7,OpenAI,101
2023-06-11,A7,Google Cloud,111
2023-06-18,A7,Instagram,89
2023-06-25,A7,Microsoft Teams,108
2023-07-02,A7,Amazon,108
2023-07-09,A7,Hotstar,100
2023-07-16,A7,LinkedIn,103
2023-07-23,A7,Microsoft Teams,91
2023-07-30,A7,Facebook,95
2023-08-06,A7,Netflix,89
2023-08-13,A7,Google Cloud,110
2023-08-20,A7,Spotify,111
2023-08-27,A7,PayPal,107
2023-09-03,A7,Stripe,112
2023-09-10,A7,Microsoft Teams,118
2023-09-17,A7,Hotstar,121
2023-09-24,A7,Amazon Pay,111
2023-10-01,A7,YouTube,126
2023-10-08,A7,Confluence,111
2023-10-15,A7,Confluence,116
2023-10-22,A7,Google Pay,121
2023-10-29,A7,iCloud,116
2023-11-05,A7,Confluence,102
2023-11-12,A7,LinkedIn,81
2023-11-19,A7,Google,97
2023-11-26,A7,Freshdesk,91
2023-12-03,A7,Jira,106
2023-12-10,A7,Snapchat,119
2023-12-17,A7,Amazon Pay,100
2023-12-24,A7,Amazon Pay,100
2023-12-31,A7,Amazon,97
2024-01-07,A7,Swiggy,95
2024-01-14,A7,Hotstar,107
2024-01-21,A7,Amazon,106
2024-01-28,A7,Amazon,99
2024-02-04,A7,Snapchat,109
2024-02-11,A7,Zomato,110
2024-02-18,A7,Instagram,108
2024-02-25,A7,Uber,106
2024-03-03,A7,Freshdesk,100
2024-03-10,A7,OpenAI,106
2024-03-17,A7,GitLab,118
2024-03-24,A7,PayPal,105
2024-03-31,A7,Amazon,100
2024-04-07,A7,Ola,102
2024-04-14,A7,Amazon Pay,83
2024-04-21,A7,LinkedIn,113
2024-04-28,A7,AWS,91
2024-05-05,A7,Jira,102
2024-05-12,A7,Google Cloud,103
2024-05-19,A7,Zoho,106
2024-05-26,A7,Zomato,88
2024-06-02,A7,Spotify,114
2024-06-09,A7,Facebook,108
2024-06-16,A7,Jira,111
2024-06-23,A7,Amazon Pay,103
2024-06-30,A7,Flipkart,108
2024-07-07,A7,Stripe,112
2024-07-14,A7,GitHub,107
2024-07-21,A7,Spotify,96
2024-07-28,A7,Salesforce,104
2024-08-04,A7,Twitter (X),109
2024-08-11,A7,Zoom,117
2024-08-18,A7,Stripe,105
2024-08-25,A7,Facebook,103
2024-09-01,A7,Netflix,101
2024-09-08,A7,GitHub,102
2024-09-15,A7,Paytm,105
2024-09-22,A7,AWS,97
2024-09-29,A7,Slack,93
2024-10-06,A7,Microsoft Teams,107
2024-10-13,A7,Microsoft Teams,89
2024-10-20,A7,Amazon Pay,108
2024-10-27,A7,Hotstar,109
2024-11-03,A7,Paytm,106
2024-11-10,A7,Stripe,110
2024-11-17,A7,Swiggy,117
2024-11-24,A7,Microsoft Teams,91
2024-12-01,A7,LinkedIn,99
2024-12-08,A7,Google Pay,110
2024-12-15,A7,Slack,91
2024-12-22,A7,WhatsApp,115
2024-12-29,A7,Zoom,103
2025-01-05,A7,Slack,121
2025-01-12,A7,LinkedIn,117
2025-01-19,A7,OpenAI,96
2025-01-26,A7,Flipkart,104
2025-02-02,A7,Twitter (X),101
2025-02-09,A7,Zoom,92
2025-02-16,A7,Facebook,72
2025-02-23,A7,Google Pay,85
2025-03-02,A7,Flipkart,103
2025-03-09,A7,Google,99
2025-03-16,A7,Zoom,89
2025-03-23,A7,Amazon Pay,96
2025-03-30,A7,Google Cloud,88
2025-04-06,A7,Instagram,106
2025-04-13,A7,OpenAI,118
2025-04-20,A7,PayPal,100
2025-04-27,A7,Snapchat,92
2025-05-04,A7,Swiggy,109
2025-05-11,A7,Google Cloud,88
2025-05-18,A7,Spotify,86
2025-05-25,A7,Flipkart,102
2025-06-01,A7,Netflix,105
2025-06-08,A7,Microsoft Azure,99
2025-06-15,A7,Slack,93
2025-06-22,A7,Salesforce,91
2025-06-29,A7,Paytm,99
2025-07-06,A7,AWS,94
2025-07-13,A7,Freshdesk,95
2025-07-20,A7,Freshdesk,94
2025-07-27,A7,Google,103
2025-08-03,A7,Hotstar,84
2025-08-10,A7,Netflix,87
2025-08-17,A7,Salesforce,104
2025-08-24,A7,Amazon Pay,96
2025-08-31,A7,Spotify,107
2025-09-07,A7,Ola,94
2025-09-14,A7,Snapchat,87
2025-09-21,A7,Instagram,80
2025-09-28,A7,YouTube,74
2025-10-05,A7,Flipkart,75
2025-10-12,A7,GitHub,88
2025-10-19,A7,GitLab,98
2025-10-26,A7,Confluence,90
2025-11-02,A7,Confluence,89
2025-11-09,A7,Microsoft Teams,94
2025-11-16,A7,Flipkart,89
2025-11-23,A7,Amazon,13
