Time of Call,API Code,App Name,call_count
2023-02-02,A7,PayPal,15
2023-02-03,A7,Instagram,16
2023-02-04,A7,iCloud,11
2023-02-05,A7,Facebook,16
2023-02-06,A7,OpenAI,16
2023-02-07,A7,Uber,18
2023-02-08,A7,Zoho,19
2023-02-09,A7,Freshdesk,15
2023-02-10,A7,Facebook,15
2023-02-11,A7,WhatsApp,19
2023-02-12,A7,Dropbox,17
2023-02-13,A7,Facebook,9
2023-02-14,A7,Slack,11
2023-02-15,A7,AWS,13
2023-02-16,A7,Dropbox,14
2023-02-17,A7,Google,24
2023-02-18,A7,Dropbox,10
2023-02-19,A7,Microsoft Azure,14
2023-02-20,A7,Facebook,17
2023-02-21,A7,Amazon Pay,13
2023-02-22,A7,OpenAI,20
2023-02-23,A7,Stripe,12
2023-02-24,A7,YouTube,10
2023-02-25,A7,Dropbox,18
2023-02-26,A7,Facebook,17
2023-02-27,A7,Dropbox,13
2023-02-28,A7,Dropbox,8
2023-03-01,A7,AWS,19
2023-03-02,A7,Netflix,16
2023-03-03,A7,Google Pay,19
2023-03-04,A7,Amazon Pay,13
2023-03-05,A7,Google Pay,12
2023-03-06,A7,GitHub,13
2023-03-07,A7,Spotify,15
2023-03-08,A7,Amazon Pay,16
2023-03-09,A7,Twitter (X),25
2023-03-10,A7,Facebook,13
2023-03-11,A7,GitLab,19
2023-03-12,A7,PhonePe,15
2023-03-13,A7,Dropbox,24
2023-03-14,A7,Amazon Pay,16
2023-03-15,A7,Netflix,15
2023-03-16,A7,Amazon Pay,17
2023-03-17,A7,Freshdesk,17
2023-03-18,A7,Confluence,22
2023-03-19,A7,Hotstar,17
2023-03-20,A7,Amazon,14
2023-03-21,A7,Zoom,8
2023-03-22,A7,GitLab,17
2023-03-23,A7,Google Pay,11
2023-03-24,A7,Swiggy,14
2023-03-25,A7,PhonePe,15
2023-03-26,A7,AWS,21
2023-03-27,A7,AWS,9
2023-03-28,A7,Stripe,13
2023-03-29,A7,Paytm,16
2023-03-30,A7,Amazon Pay,12
2023-03-31,A7,Uber,15
2023-04-01,A7,AWS,14
2023-04-02,A7,Spotify,14
2023-04-03,A7,Paytm,14
2023-04-04,A7,Freshdesk,24
2023-04-05,A7,Confluence,14
2023-04-06,A7,Stripe,7
2023-04-07,A7,Amazon Pay,15
2023-04-08,A7,Confluence,10
2023-04-09,A7,Amazon Pay,17
2023-04-10,A7,AWS,11
2023-04-11,A7,Facebook,12
2023-04-12,A7,Google,14
2023-04-13,A7,Google Cloud,10
2023-04-14,A7,Paytm,11
2023-04-15,A7,Amazon Pay,17
2023-04-16,A7,OpenAI,14
2023-04-17,A7,GitLab,12
2023-04-18,A7,Flipkart,16
2023-04-19,A7,Google Pay,19
2023-04-20,A7,PhonePe,15
2023-04-21,A7,YouTube,12
2023-04-22,A7,Amazon,9
2023-04-23,A7,Amazon Pay,10
2023-04-24,A7,Amazon,8
2023-04-25,A7,Salesforce,16
2023-04-26,A7,Facebook,14
2023-04-27,A7,Netflix,19
2023-04-28,A7,Flipkart,14
2023-04-29,A7,Facebook,14
2023-04-30,A7,AWS,10
2023-05-01,A7,Flipkart,15
2023-05-02,A7,Twitter (X),19
2023-05-03,A7,Dropbox,14
2023-05-04,A7,AWS,18
2023-05-05,A7,GitHub,11
2023-05-06,A7,Flipkart,16
2023-05-07,A7,PayPal,17
2023-05-08,A7,Instagram,18
2023-05-09,A7,Flipkart,16
2023-05-10,A7,Instagram,14
2023-05-11,A7,AWS,17
2023-05-12,A7,Confluence,18
2023-05-13,A7,Salesforce,16
2023-05-14,A7,Dropbox,20
2023-05-15,A7,Jira,17
2023-05-16,A7,AWS,15
2023-05-17,A7,Google,12
2023-05-18,A7,Google Cloud,11
2023-05-19,A7,Microsoft Teams,10
2023-05-20,A7,Google,19
2023-05-21,A7,Google Pay,17
2023-05-22,A7,Twitter (X),12
2023-05-23,A7,Zoom,12
2023-05-24,A7,Amazon Pay,16
2023-05-25,A7,Amazon,18
2023-05-26,A7,LinkedIn,15
2023-05-27,A7,Swiggy,20
2023-05-28,A7,Ola,9
2023-05-29,A7,Zomato,16
2023-05-30,A7,Confluence,13
2023-05-31,A7,Swiggy,15
2023-06-01,A7,Amazon Pay,14
2023-06-02,A7,LinkedIn,15
2023-06-03,A7,AWS,13
2023-06-04,A7,Google Cloud,15
2023-06-05,A7,Google Cloud,16
2023-06-06,A7,Facebook,11
2023-06-07,A7,Zomato,19
2023-06-08,A7,Confluence,12
2023-06-09,A7,Flipkart,12
2023-06-10,A7,GitLab,17
2023-06-11,A7,Google Cloud,24
2023-06-12,A7,AWS,11
2023-06-13,A7,Hotstar,12
2023-06-14,A7,AWS,9
2023-06-15,A7,Hotstar,19
2023-06-16,A7,Instagram,13
2023-06-17,A7,Razorpay,11
2023-06-18,A7,Snapchat,14
2023-06-19,A7,Google,18
2023-06-20,A7,Hotstar,11
2023-06-21,A7,Jira,14
2023-06-22,A7,Flipkart,16
2023-06-23,A7,Confluence,15
2023-06-24,A7,Microsoft Teams,18
2023-06-25,A7,Amazon,16
2023-06-26,A7,GitHub,11
2023-06-27,A7,Amazon,17
2023-06-28,A7,Facebook,10
2023-06-29,A7,Confluence,18
2023-06-30,A7,Razorpay,16
2023-07-01,A7,Hotstar,17
2023-07-02,A7,AWS,19
2023-07-03,A7,Facebook,11
2023-07-04,A7,Zoom,19
2023-07-05,A7,Amazon Pay,11
2023-07-06,A7,Hotstar,13
2023-07-07,A7,Zoho,14
2023-07-08,A7,Google Cloud,17
2023-07-09,A7,Jira,15
2023-07-10,A7,Confluence,7
2023-07-11,A7,Paytm,15
2023-07-12,A7,GitLab,21
2023-07-13,A7,Confluence,11
2023-07-14,A7,AWS,19
2023-07-15,A7,Snapchat,15
2023-07-16,A7,Spotify,15
2023-07-17,A7,Confluence,14
2023-07-18,A7,GitHub,18
2023-07-19,A7,Microsoft Teams,11
