Time of Call,API Code,App Name,call_count
2023-02-05,A15,GitHub,62
2023-02-12,A15,AWS,105
2023-02-19,A15,Flipkart,119
2023-02-26,A15,Swiggy,98
2023-03-05,A15,Hotstar,130
2023-03-12,A15,Flipkart,117
2023-03-19,A15,GitHub,93
2023-03-26,A15,AWS,81
2023-04-02,A15,Freshdesk,97
2023-04-09,A15,LinkedIn,105
2023-04-16,A15,Spotify,100
2023-04-23,A15,WhatsApp,93
2023-04-30,A15,LinkedIn,101
2023-05-07,A15,Google Cloud,104
2023-05-14,A15,Netflix,108
2023-05-21,A15,Jira,110
2023-05-28,A15,Hotstar,93
2023-06-04,A15,Razorpay,110
2023-06-11,A15,Zomato,102
2023-06-18,A15,Google Pay,116
2023-06-25,A15,Hotstar,102
2023-07-02,A15,AWS,81
2023-07-09,A15,Microsoft Teams,114
2023-07-16,A15,Spotify,104
2023-07-23,A15,AWS,110
2023-07-30,A15,LinkedIn,109
2023-08-06,A15,Slack,119
2023-08-13,A15,Google Pay,108
2023-08-20,A15,GitHub,107
2023-08-27,A15,AWS,118
2023-09-03,A15,Facebook,105
2023-09-10,A15,GitHub,87
2023-09-17,A15,Zomato,89
2023-09-24,A15,Freshdesk,127
2023-10-01,A15,Google,94
2023-10-08,A15,Confluence,98
2023-10-15,A15,Google Pay,119
2023-10-22,A15,Paytm,91
2023-10-29,A15,Facebook,94
2023-11-05,A15,Dropbox,101
2023-11-12,A15,Ola,99
2023-11-19,A15,Snapchat,122
2023-11-26,A15,Confluence,110
2023-12-03,A15,Jira,110
2023-12-10,A15,AWS,101
2023-12-17,A15,Salesforce,97
2023-12-24,A15,Spotify,99
2023-12-31,A15,Salesforce,108
2024-01-07,A15,YouTube,97
2024-01-14,A15,Confluence,100
2024-01-21,A15,Flipkart,112
2024-01-28,A15,Dropbox,111
2024-02-04,A15,Netflix,100
2024-02-11,A15,Google Cloud,101
2024-02-18,A15,Razorpay,116
2024-02-25,A15,Salesforce,93
2024-03-03,A15,LinkedIn,107
2024-03-10,A15,WhatsApp,100
2024-03-17,A15,Zoom,116
2024-03-24,A15,Uber,115
2024-03-31,A15,GitLab,94
2024-04-07,A15,Microsoft Azure,113
2024-04-14,A15,Dropbox,120
2024-04-21,A15,Instagram,108
2024-04-28,A15,Stripe,99
2024-05-05,A15,Facebook,113
2024-05-12,A15,PayPal,105
2024-05-19,A15,YouTube,110
2024-05-26,A15,Confluence,98
2024-06-02,A15,Slack,93
2024-06-09,A15,Twitter (X),109
2024-06-16,A15,Spotify,113
2024-06-23,A15,YouTube,117
2024-06-30,A15,YouTube,98
2024-07-07,A15,AWS,108
2024-07-14,A15,Google Cloud,109
2024-07-21,A15,Facebook,95
2024-07-28,A15,Amazon Pay,92
2024-08-04,A15,Microsoft Azure,102
2024-08-11,A15,Google Cloud,112
2024-08-18,A15,Twitter (X),90
2024-08-25,A15,Salesforce,92
2024-09-01,A15,GitHub,112
2024-09-08,A15,Confluence,104
2024-09-15,A15,Zoho,93
2024-09-22,A15,Stripe,100
2024-09-29,A15,Swiggy,118
2024-10-06,A15,Salesforce,101
2024-10-13,A15,PhonePe,110
2024-10-20,A15,GitHub,121
2024-10-27,A15,Spotify,96
2024-11-03,A15,Google,107
2024-11-10,A15,Amazon Pay,119
2024-11-17,A15,Twitter (X),105
2024-11-24,A15,YouTube,96
2024-12-01,A15,Zoho,109
2024-12-08,A15,Amazon Pay,87
2024-12-15,A15,Zoom,101
2024-12-22,A15,Confluence,111
2024-12-29,A15,AWS,101
2025-01-05,A15,Swiggy,109
2025-01-12,A15,Netflix,99
2025-01-19,A15,Twitter (X),109
2025-01-26,A15,Google Pay,94
2025-02-02,A15,iCloud,87
2025-02-09,A15,Ola,98
2025-02-16,A15,GitLab,92
2025-02-23,A15,Netflix,84
2025-03-02,A15,Instagram,91
2025-03-09,A15,Zoho,110
2025-03-16,A15,Google Cloud,93
2025-03-23,A15,Facebook,95
2025-03-30,A15,Freshdesk,104
2025-04-06,A15,Google,95
2025-04-13,A15,Google Cloud,108
2025-04-20,A15,Amazon,82
2025-04-27,A15,PhonePe,80
2025-05-04,A15,Flipkart,95
2025-05-11,A15,Razorpay,88
2025-05-18,A15,Ola,93
2025-05-25,A15,AWS,102
2025-06-01,A15,Google,92
2025-06-08,A15,OpenAI,101
2025-06-15,A15,Microsoft Azure,99
2025-06-22,A15,Google Pay,88
2025-06-29,A15,YouTube,79
2025-07-06,A15,Dropbox,90
2025-07-13,A15,Google Pay,118
2025-07-20,A15,OpenAI,83
2025-07-27,A15,GitHub,94
2025-08-03,A15,LinkedIn,94
2025-08-10,A15,Amazon Pay,96
2025-08-17,A15,Slack,93
2025-08-24,A15,GitLab,94
2025-08-31,A15,Facebook,97
2025-09-07,A15,Slack,95
2025-09-14,A15,GitLab,96
2025-09-21,A15,Razorpay,110
2025-09-28,A15,Jira,98
2025-10-05,A15,Twitter (X),92
2025-10-12,A15,Facebook,110
2025-10-19,A15,Dropbox,104
2025-10-26,A15,Microsoft Azure,91
2025-11-02,A15,Salesforce,111
2025-11-09,A15,Snapchat,84
2025-11-16,A15,YouTube,111
2025-11-23,A15,Snapchat,17
