Time of Call,API Code,App Name,call_count
2023-02-28,A45,Snapchat,437
2023-03-31,A45,Google Cloud,436
2023-04-30,A45,Google Cloud,435
2023-05-31,A45,GitLab,472
2023-06-30,A45,Razorpay,490
2023-07-31,A45,Flipkart,462
2023-08-31,A45,Uber,511
2023-09-30,A45,Razorpay,462
2023-10-31,A45,Zomato,445
2023-11-30,A45,Instagram,424
2023-12-31,A45,GitHub,486
2024-01-31,A45,Amazon Pay,462
2024-02-29,A45,Zomato,421
2024-03-31,A45,iCloud,474
2024-04-30,A45,Google Cloud,474
2024-05-31,A45,Google Cloud,442
2024-06-30,A45,Amazon,438
2024-07-31,A45,Microsoft Azure,495
2024-08-31,A45,Hotstar,455
2024-09-30,A45,Flipkart,450
2024-10-31,A45,AWS,460
2024-11-30,A45,GitHub,460
2024-12-31,A45,Facebook,433
2025-01-31,A45,Amazon Pay,455
2025-02-28,A45,Snapchat,373
2025-03-31,A45,Flipkart,438
2025-04-30,A45,Amazon,425
2025-05-31,A45,Microsoft Azure,440
2025-06-30,A45,YouTube,379
2025-07-31,A45,GitHub,385
2025-08-31,A45,WhatsApp,445
2025-09-30,A45,Amazon,381
2025-10-31,A45,Jira,411
2025-11-30,A45,Uber,245
