Time of Call,API Code,App Name,call_count
2023-02-28,A47,Zomato,381
2023-03-31,A47,Uber,471
2023-04-30,A47,Facebook,411
2023-05-31,A47,OpenAI,473
2023-06-30,A47,Microsoft Teams,443
2023-07-31,A47,Freshdesk,481
2023-08-31,A47,Twitter (X),463
2023-09-30,A47,GitLab,455
2023-10-31,A47,Zoho,463
2023-11-30,A47,Freshdesk,472
2023-12-31,A47,LinkedIn,471
2024-01-31,A47,GitLab,445
2024-02-29,A47,WhatsApp,435
2024-03-31,A47,Microsoft Azure,483
2024-04-30,A47,OpenAI,441
2024-05-31,A47,Google Cloud,405
2024-06-30,A47,Snapchat,441
2024-07-31,A47,Razorpay,524
2024-08-31,A47,Instagram,462
2024-09-30,A47,AWS,471
2024-10-31,A47,Google Cloud,491
2024-11-30,A47,Microsoft Azure,454
2024-12-31,A47,Dropbox,474
2025-01-31,A47,Google Pay,472
2025-02-28,A47,Microsoft Teams,387
2025-03-31,A47,Amazon,463
2025-04-30,A47,Amazon,374
2025-05-31,A47,Confluence,396
2025-06-30,A47,Amazon,384
2025-07-31,A47,Confluence,432
2025-08-31,A47,Stripe,420
2025-09-30,A47,AWS,424
2025-10-31,A47,Google,443
2025-11-30,A47,GitHub,236
