Time of Call,API Code,App Name,call_count
2023-02-05,A40,Hotstar,57
2023-02-12,A40,Uber,99
2023-02-19,A40,Slack,100
2023-02-26,A40,Instagram,103
2023-03-05,A40,Paytm,91
2023-03-12,A40,YouTube,93
2023-03-19,A40,PayPal,112
2023-03-26,A40,Google Pay,114
2023-04-02,A40,Instagram,99
2023-04-09,A40,Microsoft Teams,104
2023-04-16,A40,iCloud,96
2023-04-23,A40,Jira,106
2023-04-30,A40,Swiggy,93
2023-05-07,A40,GitLab,95
2023-05-14,A40,GitHub,108
2023-05-21,A40,Confluence,120
2023-05-28,A40,Amazon Pay,108
2023-06-04,A40,Jira,114
2023-06-11,A40,Facebook,101
2023-06-18,A40,Confluence,116
2023-06-25,A40,Flipkart,106
2023-07-02,A40,GitLab,106
2023-07-09,A40,Amazon Pay,91
2023-07-16,A40,AWS,102
2023-07-23,A40,Slack,101
2023-07-30,A40,Instagram,92
2023-08-06,A40,PhonePe,114
2023-08-13,A40,PayPal,96
2023-08-20,A40,LinkedIn,108
2023-08-27,A40,Google Pay,99
2023-09-03,A40,Swiggy,101
2023-09-10,A40,PhonePe,115
2023-09-17,A40,WhatsApp,112
2023-09-24,A40,LinkedIn,100
2023-10-01,A40,Facebook,82
2023-10-08,A40,Netflix,103
2023-10-15,A40,Instagram,92
2023-10-22,A40,Netflix,105
2023-10-29,A40,Netflix,110
2023-11-05,A40,PhonePe,86
2023-11-12,A40,Netflix,100
2023-11-19,A40,Jira,107
2023-11-26,A40,iCloud,111
2023-12-03,A40,Hotstar,113
2023-12-10,A40,Stripe,100
2023-12-17,A40,Microsoft Teams,103
2023-12-24,A40,Zomato,110
2023-12-31,A40,Facebook,110
2024-01-07,A40,iCloud,111
2024-01-14,A40,YouTube,94
2024-01-21,A40,iCloud,116
2024-01-28,A40,Zoom,103
2024-02-04,A40,Freshdesk,94
2024-02-11,A40,Confluence,103
2024-02-18,A40,PayPal,97
2024-02-25,A40,Microsoft Azure,106
2024-03-03,A40,Google,111
2024-03-10,A40,WhatsApp,109
2024-03-17,A40,OpenAI,107
2024-03-24,A40,Microsoft Teams,119
2024-03-31,A40,Salesforce,94
2024-04-07,A40,Freshdesk,103
2024-04-14,A40,Instagram,117
2024-04-21,A40,Jira,114
2024-04-28,A40,OpenAI,115
2024-05-05,A40,Dropbox,112
2024-05-12,A40,Hotstar,104
2024-05-19,A40,AWS,113
2024-05-26,A40,GitLab,99
2024-06-02,A40,Zoom,109
2024-06-09,A40,GitHub,113
2024-06-16,A40,Slack,88
2024-06-23,A40,Spotify,112
2024-06-30,A40,Confluence,97
2024-07-07,A40,Snapchat,110
2024-07-14,A40,Snapchat,116
2024-07-21,A40,Uber,122
2024-07-28,A40,Facebook,98
2024-08-04,A40,Spotify,95
2024-08-11,A40,Spotify,93
2024-08-18,A40,Facebook,109
2024-08-25,A40,Confluence,119
2024-09-01,A40,Amazon Pay,107
2024-09-08,A40,GitHub,102
2024-09-15,A40,Swiggy,107
2024-09-22,A40,Ola,102
2024-09-29,A40,Confluence,121
2024-10-06,A40,GitHub,98
2024-10-13,A40,Amazon Pay,104
2024-10-20,A40,LinkedIn,107
2024-10-27,A40,YouTube,89
2024-11-03,A40,Confluence,126
2024-11-10,A40,Amazon Pay,120
2024-11-17,A40,Netflix,88
2024-11-24,A40,Salesforce,112
2024-12-01,A40,LinkedIn,87
2024-12-08,A40,OpenAI,97
2024-12-15,A40,Dropbox,114
2024-12-22,A40,Razorpay,128
2024-12-29,A40,AWS,100
2025-01-05,A40,Spotify,108
2025-01-12,A40,YouTube,97
2025-01-19,A40,Zomato,116
2025-01-26,A40,AWS,107
2025-02-02,A40,Amazon Pay,111
2025-02-09,A40,Google,86
2025-02-16,A40,Confluence,90
2025-02-23,A40,PayPal,106
2025-03-02,A40,AWS,89
2025-03-09,A40,Uber,86
2025-03-16,A40,Jira,99
2025-03-23,A40,Amazon Pay,80
2025-03-30,A40,OpenAI,100
2025-04-06,A40,Flipkart,93
2025-04-13,A40,Paytm,92
2025-04-20,A40,Microsoft Teams,86
2025-04-27,A40,Spotify,98
2025-05-04,A40,Freshdesk,94
2025-05-11,A40,OpenAI,100
2025-05-18,A40,Google,83
2025-05-25,A40,Google Cloud,89
2025-06-01,A40,Snapchat,81
2025-06-08,A40,Salesforce,96
2025-06-15,A40,OpenAI,87
2025-06-22,A40,Facebook,84
2025-06-29,A40,Google,101
2025-07-06,A40,GitLab,101
2025-07-13,A40,Dropbox,84
2025-07-20,A40,GitHub,103
2025-07-27,A40,Google,87
2025-08-03,A40,Stripe,79
2025-08-10,A40,Hotstar,103
2025-08-17,A40,Facebook,96
2025-08-24,A40,AWS,103
2025-08-31,A40,Dropbox,110
2025-09-07,A40,Zomato,89
2025-09-14,A40,GitLab,95
2025-09-21,A40,Twitter (X),101
2025-09-28,A40,Freshdesk,100
2025-10-05,A40,OpenAI,96
2025-10-12,A40,YouTube,97
2025-10-19,A40,Amazon Pay,80
2025-10-26,A40,Confluence,87
2025-11-02,A40,Netflix,94
2025-11-09,A40,Facebook,86
2025-11-16,A40,Amazon,95
2025-11-23,A40,AWS,21
