Time of Call,API Code,App Name,call_count
2023-02-05,A2,Zomato,65
2023-02-12,A2,Dropbox,106
2023-02-19,A2,Razorpay,117
2023-02-26,A2,Dropbox,126
2023-03-05,A2,GitLab,120
2023-03-12,A2,AWS,96
2023-03-19,A2,Ola,130
2023-03-26,A2,Google Cloud,134
2023-04-02,A2,Amazon Pay,115
2023-04-09,A2,WhatsApp,98
2023-04-16,A2,Zoho,118
2023-04-23,A2,Freshdesk,116
2023-04-30,A2,AWS,98
2023-05-07,A2,Flipkart,102
2023-05-14,A2,Microsoft Azure,106
2023-05-21,A2,Microsoft Teams,117
2023-05-28,A2,Microsoft Teams,98
2023-06-04,A2,Google,91
2023-06-11,A2,Amazon,115
2023-06-18,A2,Jira,118
2023-06-25,A2,Paytm,113
2023-07-02,A2,Freshdesk,93
2023-07-09,A2,Google Cloud,124
2023-07-16,A2,OpenAI,100
2023-07-23,A2,AWS,116
2023-07-30,A2,Freshdesk,105
2023-08-06,A2,Ola,124
2023-08-13,A2,YouTube,116
2023-08-20,A2,Facebook,106
2023-08-27,A2,Facebook,127
2023-09-03,A2,Facebook,92
2023-09-10,A2,Twitter (X),128
2023-09-17,A2,Google Cloud,104
2023-09-24,A2,Freshdesk,113
2023-10-01,A2,Zomato,102
2023-10-08,A2,Google Pay,92
2023-10-15,A2,LinkedIn,113
2023-10-22,A2,Snapchat,111
2023-10-29,A2,Amazon Pay,101
2023-11-05,A2,Facebook,116
2023-11-12,A2,Netflix,110
2023-11-19,A2,GitHub,121
2023-11-26,A2,OpenAI,129
2023-12-03,A2,Confluence,106
2023-12-10,A2,Google Pay,103
2023-12-17,A2,Amazon Pay,114
2023-12-24,A2,Zomato,102
2023-12-31,A2,Freshdesk,94
2024-01-07,A2,Microsoft Teams,98
2024-01-14,A2,LinkedIn,107
2024-01-21,A2,Freshdesk,104
2024-01-28,A2,Dropbox,116
2024-02-04,A2,Slack,100
2024-02-11,A2,PhonePe,92
2024-02-18,A2,Confluence,114
2024-02-25,A2,Google Cloud,105
2024-03-03,A2,Google Cloud,108
2024-03-10,A2,Twitter (X),119
2024-03-17,A2,LinkedIn,111
2024-03-24,A2,Facebook,104
2024-03-31,A2,Dropbox,103
2024-04-07,A2,Hotstar,112
2024-04-14,A2,Amazon Pay,101
2024-04-21,A2,Paytm,108
2024-04-28,A2,Amazon Pay,114
2024-05-05,A2,Hotstar,101
2024-05-12,A2,Microsoft Teams,107
2024-05-19,A2,Instagram,110
2024-05-26,A2,Facebook,115
2024-06-02,A2,PhonePe,107
2024-06-09,A2,Amazon Pay,123
2024-06-16,A2,Facebook,94
2024-06-23,A2,Microsoft Teams,106
2024-06-30,A2,Google,105
2024-07-07,A2,Zomato,108
2024-07-14,A2,Flipkart,100
2024-07-21,A2,Amazon,122
2024-07-28,A2,Uber,122
2024-08-04,A2,Zoom,99
2024-08-11,A2,Jira,107
2024-08-18,A2,Salesforce,110
2024-08-25,A2,Freshdesk,119
2024-09-01,A2,GitLab,114
2024-09-08,A2,Zomato,110
2024-09-15,A2,Dropbox,96
2024-09-22,A2,Zomato,114
2024-09-29,A2,Twitter (X),94
2024-10-06,A2,Jira,99
2024-10-13,A2,Amazon,106
2024-10-20,A2,GitLab,105
2024-10-27,A2,Confluence,115
2024-11-03,A2,GitLab,110
2024-11-10,A2,LinkedIn,117
2024-11-17,A2,Salesforce,127
2024-11-24,A2,Confluence,128
2024-12-01,A2,Hotstar,102
2024-12-08,A2,GitHub,119
2024-12-15,A2,Flipkart,100
2024-12-22,A2,Slack,117
2024-12-29,A2,Swiggy,105
2025-01-05,A2,OpenAI,107
2025-01-12,A2,Google,97
2025-01-19,A2,Ola,116
2025-01-26,A2,Dropbox,97
2025-02-02,A2,Uber,107
2025-02-09,A2,Freshdesk,110
2025-02-16,A2,Salesforce,111
2025-02-23,A2,Google Pay,106
2025-03-02,A2,OpenAI,90
2025-03-09,A2,Flipkart,112
2025-03-16,A2,Dropbox,92
2025-03-23,A2,AWS,96
2025-03-30,A2,Google Cloud,95
2025-04-06,A2,Amazon,103
2025-04-13,A2,Freshdesk,98
2025-04-20,A2,GitHub,95
2025-04-27,A2,Razorpay,98
2025-05-04,A2,Instagram,88
2025-05-11,A2,AWS,107
2025-05-18,A2,Freshdesk,97
2025-05-25,A2,Jira,107
2025-06-01,A2,GitLab,111
2025-06-08,A2,Google Cloud,105
2025-06-15,A2,GitHub,108
2025-06-22,A2,OpenAI,86
2025-06-29,A2,Amazon,111
2025-07-06,A2,Paytm,101
2025-07-13,A2,Hotstar,98
2025-07-20,A2,Hotstar,92
2025-07-27,A2,OpenAI,83
2025-08-03,A2,Zoho,90
2025-08-10,A2,Salesforce,92
2025-08-17,A2,Uber,102
2025-08-24,A2,Salesforce,79
2025-08-31,A2,Freshdesk,92
2025-09-07,A2,Swiggy,97
2025-09-14,A2,OpenAI,103
2025-09-21,A2,Salesforce,95
2025-09-28,A2,PayPal,127
2025-10-05,A2,Razorpay,106
2025-10-12,A2,LinkedIn,118
2025-10-19,A2,Amazon Pay,110
2025-10-26,A2,Swiggy,88
2025-11-02,A2,AWS,110
2025-11-09,A2,Google Cloud,107
2025-11-16,A2,Flipkart,94
2025-11-23,A2,Freshdesk,10
