Time of Call,API Code,App Name,call_count
2023-02-02,A42,Zomato,14
2023-02-03,A42,Amazon,9
2023-02-04,A42,Google Cloud,17
2023-02-05,A42,Netflix,14
2023-02-06,A42,Flipkart,14
2023-02-07,A42,Swiggy,12
2023-02-08,A42,GitHub,12
2023-02-09,A42,PhonePe,11
2023-02-10,A42,OpenAI,21
2023-02-11,A42,Confluence,23
2023-02-12,A42,Amazon,22
2023-02-13,A42,Instagram,14
2023-02-14,A42,Facebook,17
2023-02-15,A42,Amazon Pay,9
2023-02-16,A42,PhonePe,13
2023-02-17,A42,Hotstar,16
2023-02-18,A42,Swiggy,19
2023-02-19,A42,iCloud,13
2023-02-20,A42,Paytm,15
2023-02-21,A42,Confluence,15
2023-02-22,A42,AWS,13
2023-02-23,A42,Confluence,13
2023-02-24,A42,Instagram,14
2023-02-25,A42,Jira,11
2023-02-26,A42,Freshdesk,15
2023-02-27,A42,Twitter (X),17
2023-02-28,A42,Hotstar,15
2023-03-01,A42,AWS,17
2023-03-02,A42,Dropbox,25
2023-03-03,A42,Freshdesk,20
2023-03-04,A42,Dropbox,18
2023-03-05,A42,Zoho,18
2023-03-06,A42,Google,10
2023-03-07,A42,Instagram,11
2023-03-08,A42,Google,17
2023-03-09,A42,Amazon Pay,12
2023-03-10,A42,AWS,12
2023-03-11,A42,Instagram,15
2023-03-12,A42,AWS,16
2023-03-13,A42,Facebook,15
2023-03-14,A42,AWS,10
2023-03-15,A42,GitHub,16
2023-03-16,A42,Amazon Pay,20
2023-03-17,A42,AWS,18
2023-03-18,A42,iCloud,12
2023-03-19,A42,Freshdesk,15
2023-03-20,A42,AWS,16
2023-03-21,A42,Snapchat,13
2023-03-22,A42,Flipkart,13
2023-03-23,A42,YouTube,13
2023-03-24,A42,GitLab,16
2023-03-25,A42,Dropbox,10
2023-03-26,A42,PhonePe,17
2023-03-27,A42,Confluence,15
2023-03-28,A42,Amazon Pay,19
2023-03-29,A42,Google,21
2023-03-30,A42,Facebook,15
