API Code,Time of Call,App Name
A42,3/10/2025 4:45,Dropbox
A42,7/16/2024 5:50,Netflix
A42,7/25/2024 23:02,Netflix
A42,8/20/2025 17:15,Dropbox
A42,9/17/2024 3:38,Zomato
A42,8/22/2024 2:41,Spotify
A42,10/25/2024 19:20,Uber
A42,6/24/2023 13:21,Hotstar
A42,9/3/2023 19:28,Dropbox
A42,8/24/2024 12:23,Paytm
A42,3/28/2024 6:03,Swiggy
A42,11/6/2023 10:16,Instagram
A42,3/22/2023 17:21,PayPal
A42,5/4/2023 14:40,Ola
A42,4/13/2023 3:45,Confluence
A42,9/6/2023 23:21,Stripe
A42,5/29/2024 21:29,Uber
A42,5/12/2023 10:40,Jira
A42,6/15/2025 7:35,Microsoft Azure
A42,9/12/2024 14:00,OpenAI
A42,6/2/2023 7:36,Zoho
A42,2/18/2023 16:59,Paytm
A42,6/19/2023 0:45,AWS
A42,6/9/2025 19:14,Zomato
A42,12/27/2024 1:16,Microsoft Teams
A42,3/4/2023 20:56,Google Cloud
A42,8/18/2023 11:13,Slack
A42,6/18/2025 20:20,Snapchat
A42,7/17/2023 4:43,Stripe
A42,10/31/2023 3:27,Hotstar
A42,12/28/2023 8:22,Netflix
A42,2/17/2025 8:51,Snapchat
A42,2/14/2025 16:21,GitHub
A42,3/13/2024 3:15,GitHub
A42,10/25/2023 18:27,OpenAI
A42,3/12/2025 7:00,AWS
A42,4/1/2023 21:00,Flipkart
A42,1/22/2024 5:27,LinkedIn
A42,5/8/2023 18:31,iCloud
A42,4/2/2023 22:05,Google Cloud
A42,8/19/2025 6:46,PayPal
A42,1/20/2024 11:49,Facebook
A42,7/24/2025 11:18,Amazon
A42,8/12/2025 3:04,Salesforce
A42,4/2/2025 1:55,Instagram
A42,4/17/2023 23:47,Microsoft Teams
A42,7/15/2023 4:35,AWS
A42,3/9/2023 19:47,Amazon Pay
A42,9/20/2024 11:07,Salesforce
A42,5/6/2025 8:55,AWS
A42,10/6/2024 6:33,Instagram
A42,10/13/2023 7:36,Freshdesk
A42,7/22/2024 2:36,Uber
A42,2/3/2024 1:00,Slack
A42,7/31/2024 14:14,OpenAI
A42,11/8/2024 11:23,LinkedIn
A42,5/10/2025 1:17,Hotstar
A42,5/14/2024 23:31,Zoom
A42,8/22/2025 6:38,Google Pay
A42,7/5/2024 14:06,AWS
