Time of Call,API Code,App Name,call_count
2023-02-02,A18,Flipkart,18
2023-02-03,A18,GitHub,19
2023-02-04,A18,Swiggy,16
2023-02-05,A18,Google,24
2023-02-06,A18,Snapchat,15
2023-02-07,A18,Amazon Pay,20
2023-02-08,A18,Amazon,9
2023-02-09,A18,Amazon Pay,12
2023-02-10,A18,Dropbox,20
2023-02-11,A18,WhatsApp,13
2023-02-12,A18,Freshdesk,14
2023-02-13,A18,Google Cloud,14
2023-02-14,A18,Dropbox,11
2023-02-15,A18,Flipkart,24
2023-02-16,A18,Facebook,21
2023-02-17,A18,Salesforce,16
2023-02-18,A18,Amazon,18
2023-02-19,A18,Jira,20
2023-02-20,A18,Zoho,18
2023-02-21,A18,AWS,19
2023-02-22,A18,Google Pay,16
2023-02-23,A18,Zomato,11
2023-02-24,A18,YouTube,14
2023-02-25,A18,Google Pay,26
2023-02-26,A18,Zoho,19
2023-02-27,A18,AWS,10
2023-02-28,A18,OpenAI,13
2023-03-01,A18,Flipkart,12
2023-03-02,A18,Amazon Pay,11
2023-03-03,A18,Netflix,18
2023-03-04,A18,Amazon Pay,10
2023-03-05,A18,Google Pay,13
2023-03-06,A18,Facebook,17
2023-03-07,A18,Flipkart,18
2023-03-08,A18,GitHub,13
2023-03-09,A18,Zoho,18
2023-03-10,A18,Facebook,15
2023-03-11,A18,GitHub,16
2023-03-12,A18,PayPal,12
2023-03-13,A18,YouTube,14
2023-03-14,A18,Slack,16
2023-03-15,A18,GitHub,22
2023-03-16,A18,Slack,22
2023-03-17,A18,LinkedIn,25
2023-03-18,A18,Google Cloud,16
2023-03-19,A18,Google,5
2023-03-20,A18,Facebook,11
2023-03-21,A18,Google Cloud,13
2023-03-22,A18,Facebook,13
2023-03-23,A18,Snapchat,9
2023-03-24,A18,Amazon,13
2023-03-25,A18,Google Pay,13
2023-03-26,A18,Zoho,14
2023-03-27,A18,PayPal,13
2023-03-28,A18,Amazon Pay,16
2023-03-29,A18,Google Pay,13
2023-03-30,A18,Facebook,17
2023-03-31,A18,Amazon Pay,13
2023-04-01,A18,PhonePe,12
2023-04-02,A18,Google Pay,21
2023-04-03,A18,Paytm,10
2023-04-04,A18,GitLab,26
2023-04-05,A18,Amazon,16
2023-04-06,A18,Google Pay,9
2023-04-07,A18,GitHub,10
2023-04-08,A18,PhonePe,12
2023-04-09,A18,Microsoft Teams,18
2023-04-10,A18,AWS,9
2023-04-11,A18,Amazon,9
2023-04-12,A18,Microsoft Azure,27
2023-04-13,A18,Amazon Pay,11
2023-04-14,A18,WhatsApp,15
2023-04-15,A18,Freshdesk,17
2023-04-16,A18,Dropbox,19
2023-04-17,A18,AWS,17
2023-04-18,A18,Swiggy,16
2023-04-19,A18,Twitter (X),11
2023-04-20,A18,AWS,11
2023-04-21,A18,Amazon,16
2023-04-22,A18,Confluence,15
2023-04-23,A18,Zoom,19
2023-04-24,A18,PayPal,19
2023-04-25,A18,Microsoft Teams,13
2023-04-26,A18,Razorpay,9
2023-04-27,A18,Freshdesk,12
2023-04-28,A18,Freshdesk,12
2023-04-29,A18,Amazon Pay,12
2023-04-30,A18,Microsoft Azure,12
2023-05-01,A18,Dropbox,10
2023-05-02,A18,Zoho,14
2023-05-03,A18,Hotstar,15
2023-05-04,A18,Dropbox,14
2023-05-05,A18,Hotstar,19
2023-05-06,A18,Microsoft Azure,20
2023-05-07,A18,Amazon,13
2023-05-08,A18,Netflix,10
2023-05-09,A18,Confluence,16
2023-05-10,A18,AWS,11
2023-05-11,A18,Twitter (X),19
2023-05-12,A18,Google,17
2023-05-13,A18,Google Pay,16
2023-05-14,A18,Dropbox,14
2023-05-15,A18,Microsoft Azure,24
2023-05-16,A18,YouTube,16
2023-05-17,A18,Amazon Pay,13
2023-05-18,A18,Netflix,10
2023-05-19,A18,GitHub,18
2023-05-20,A18,LinkedIn,19
2023-05-21,A18,Amazon,13
2023-05-22,A18,Snapchat,11
2023-05-23,A18,Amazon,13
2023-05-24,A18,Google Cloud,17
2023-05-25,A18,AWS,10
2023-05-26,A18,Ola,15
2023-05-27,A18,OpenAI,14
2023-05-28,A18,Google,22
2023-05-29,A18,Freshdesk,13
2023-05-30,A18,WhatsApp,11
2023-05-31,A18,GitHub,11
2023-06-01,A18,Instagram,24
2023-06-02,A18,Razorpay,16
2023-06-03,A18,WhatsApp,10
2023-06-04,A18,Ola,9
2023-06-05,A18,AWS,17
2023-06-06,A18,AWS,16
2023-06-07,A18,AWS,14
2023-06-08,A18,Dropbox,13
2023-06-09,A18,Google Cloud,11
2023-06-10,A18,LinkedIn,17
2023-06-11,A18,Confluence,19
2023-06-12,A18,Facebook,18
2023-06-13,A18,Zoho,19
2023-06-14,A18,Hotstar,12
2023-06-15,A18,Google,23
2023-06-16,A18,Freshdesk,20
2023-06-17,A18,Salesforce,19
2023-06-18,A18,PhonePe,12
2023-06-19,A18,Instagram,14
2023-06-20,A18,Microsoft Teams,11
2023-06-21,A18,Freshdesk,13
2023-06-22,A18,Netflix,12
2023-06-23,A18,Google,8
2023-06-24,A18,Freshdesk,15
2023-06-25,A18,Freshdesk,19
2023-06-26,A18,Swiggy,14
2023-06-27,A18,Dropbox,20
2023-06-28,A18,AWS,14
2023-06-29,A18,Netflix,14
2023-06-30,A18,Dropbox,13
2023-07-01,A18,Snapchat,20
2023-07-02,A18,Zomato,8
2023-07-03,A18,AWS,12
2023-07-04,A18,Snapchat,13
2023-07-05,A18,OpenAI,17
2023-07-06,A18,OpenAI,17
2023-07-07,A18,Spotify,19
2023-07-08,A18,AWS,10
2023-07-09,A18,AWS,8
2023-07-10,A18,Microsoft Azure,14
2023-07-11,A18,Microsoft Azure,13
2023-07-12,A18,AWS,12
2023-07-13,A18,Amazon,9
2023-07-14,A18,GitLab,12
2023-07-15,A18,Stripe,16
2023-07-16,A18,LinkedIn,8
2023-07-17,A18,Dropbox,12
2023-07-18,A18,Amazon Pay,17
2023-07-19,A18,GitLab,20
2023-07-20,A18,Amazon,9
2023-07-21,A18,Spotify,15
2023-07-22,A18,GitHub,11
2023-07-23,A18,Flipkart,20
2023-07-24,A18,YouTube,10
2023-07-25,A18,Google,12
2023-07-26,A18,Razorpay,15
2023-07-27,A18,WhatsApp,9
2023-07-28,A18,GitHub,18
2023-07-29,A18,Jira,15
2023-07-30,A18,Twitter (X),14
2023-07-31,A18,Ola,16
2023-08-01,A18,Slack,12
2023-08-02,A18,Instagram,8
2023-08-03,A18,Razorpay,12
2023-08-04,A18,AWS,12
2023-08-05,A18,Google,16
2023-08-06,A18,Razorpay,18
2023-08-07,A18,Uber,12
2023-08-08,A18,PhonePe,12
2023-08-09,A18,Swiggy,20
2023-08-10,A18,Google,20
2023-08-11,A18,Flipkart,19
2023-08-12,A18,Amazon,9
2023-08-13,A18,Amazon,13
2023-08-14,A18,Confluence,16
2023-08-15,A18,Google Cloud,15
2023-08-16,A18,Uber,15
2023-08-17,A18,Facebook,9
2023-08-18,A18,Google Cloud,17
2023-08-19,A18,Google Cloud,21
2023-08-20,A18,GitLab,12
2023-08-21,A18,Salesforce,14
2023-08-22,A18,Amazon,19
2023-08-23,A18,Dropbox,16
2023-08-24,A18,Uber,17
2023-08-25,A18,Flipkart,12
2023-08-26,A18,AWS,7
2023-08-27,A18,Microsoft Teams,15
2023-08-28,A18,Paytm,12
2023-08-29,A18,Uber,16
2023-08-30,A18,Zomato,11
2023-08-31,A18,Freshdesk,20
2023-09-01,A18,PhonePe,15
2023-09-02,A18,Amazon Pay,10
2023-09-03,A18,Facebook,19
2023-09-04,A18,Confluence,14
2023-09-05,A18,Microsoft Azure,14
2023-09-06,A18,Amazon Pay,13
2023-09-07,A18,Snapchat,11
2023-09-08,A18,Stripe,24
2023-09-09,A18,Snapchat,14
2023-09-10,A18,PayPal,17
2023-09-11,A18,GitLab,15
2023-09-12,A18,Paytm,9
2023-09-13,A18,AWS,18
2023-09-14,A18,Amazon,13
2023-09-15,A18,WhatsApp,16
2023-09-16,A18,Google Cloud,13
2023-09-17,A18,Netflix,18
2023-09-18,A18,Google Pay,15
2023-09-19,A18,Freshdesk,19
2023-09-20,A18,Amazon,18
2023-09-21,A18,Zoho,14
2023-09-22,A18,Microsoft Teams,10
2023-09-23,A18,Snapchat,15
2023-09-24,A18,Hotstar,12
2023-09-25,A18,Netflix,12
2023-09-26,A18,Google Cloud,12
2023-09-27,A18,AWS,13
2023-09-28,A18,Amazon,17
2023-09-29,A18,Google,18
2023-09-30,A18,Google Cloud,9
2023-10-01,A18,Amazon Pay,9
2023-10-02,A18,Google Pay,15
2023-10-03,A18,Google Pay,14
2023-10-04,A18,Ola,20
2023-10-05,A18,Amazon,12
2023-10-06,A18,Spotify,11
2023-10-07,A18,Swiggy,25
2023-10-08,A18,Microsoft Azure,16
2023-10-09,A18,Google Cloud,13
2023-10-10,A18,Razorpay,16
2023-10-11,A18,Ola,15
2023-10-12,A18,Ola,11
2023-10-13,A18,Twitter (X),14
2023-10-14,A18,PayPal,14
2023-10-15,A18,Amazon,14
2023-10-16,A18,AWS,14
2023-10-17,A18,Slack,10
2023-10-18,A18,GitHub,14
2023-10-19,A18,Jira,21
2023-10-20,A18,Ola,12
2023-10-21,A18,Netflix,12
2023-10-22,A18,Amazon Pay,17
2023-10-23,A18,Slack,11
2023-10-24,A18,LinkedIn,11
2023-10-25,A18,Slack,20
2023-10-26,A18,AWS,13
2023-10-27,A18,Amazon,20
2023-10-28,A18,LinkedIn,13
2023-10-29,A18,Freshdesk,23
2023-10-30,A18,Amazon,10
2023-10-31,A18,AWS,15
2023-11-01,A18,Razorpay,9
2023-11-02,A18,Jira,13
2023-11-03,A18,Amazon Pay,15
2023-11-04,A18,Zomato,17
2023-11-05,A18,Snapchat,17
2023-11-06,A18,Freshdesk,10
2023-11-07,A18,Dropbox,20
2023-11-08,A18,Facebook,15
2023-11-09,A18,OpenAI,12
2023-11-10,A18,Google,11
2023-11-11,A18,AWS,12
2023-11-12,A18,Amazon,14
2023-11-13,A18,Spotify,18
2023-11-14,A18,Hotstar,8
2023-11-15,A18,Freshdesk,13
2023-11-16,A18,Swiggy,15
2023-11-17,A18,Snapchat,12
2023-11-18,A18,Salesforce,19
2023-11-19,A18,Jira,11
2023-11-20,A18,Amazon Pay,18
2023-11-21,A18,Hotstar,16
2023-11-22,A18,Spotify,14
2023-11-23,A18,Microsoft Teams,15
2023-11-24,A18,WhatsApp,14
2023-11-25,A18,GitHub,17
2023-11-26,A18,Facebook,11
2023-11-27,A18,Google Pay,14
2023-11-28,A18,AWS,13
2023-11-29,A18,Zomato,18
2023-11-30,A18,Google Cloud,18
2023-12-01,A18,Hotstar,11
2023-12-02,A18,Zoom,20
2023-12-03,A18,Zoho,14
2023-12-04,A18,LinkedIn,16
2023-12-05,A18,Facebook,19
2023-12-06,A18,Amazon,11
2023-12-07,A18,Dropbox,13
2023-12-08,A18,Netflix,16
2023-12-09,A18,Paytm,12
2023-12-10,A18,Amazon,23
2023-12-11,A18,Stripe,19
2023-12-12,A18,Swiggy,14
2023-12-13,A18,GitLab,16
2023-12-14,A18,Netflix,15
2023-12-15,A18,Hotstar,12
2023-12-16,A18,Flipkart,19
2023-12-17,A18,AWS,17
2023-12-18,A18,Confluence,13
2023-12-19,A18,Confluence,13
2023-12-20,A18,Snapchat,15
2023-12-21,A18,Paytm,12
2023-12-22,A18,Amazon Pay,15
2023-12-23,A18,Amazon,12
2023-12-24,A18,GitLab,12
2023-12-25,A18,GitHub,12
2023-12-26,A18,Microsoft Teams,10
2023-12-27,A18,Amazon,9
2023-12-28,A18,Microsoft Azure,11
2023-12-29,A18,Amazon Pay,18
2023-12-30,A18,Flipkart,8
2023-12-31,A18,Swiggy,14
2024-01-01,A18,Instagram,26
2024-01-02,A18,GitHub,17
2024-01-03,A18,Freshdesk,12
2024-01-04,A18,PhonePe,15
2024-01-05,A18,Paytm,8
2024-01-06,A18,Razorpay,25
2024-01-07,A18,Confluence,7
2024-01-08,A18,Razorpay,13
2024-01-09,A18,Microsoft Azure,25
2024-01-10,A18,Amazon,12
2024-01-11,A18,Microsoft Teams,19
2024-01-12,A18,Confluence,17
2024-01-13,A18,Swiggy,13
2024-01-14,A18,Facebook,14
2024-01-15,A18,Amazon,16
2024-01-16,A18,Razorpay,15
2024-01-17,A18,Google Pay,17
2024-01-18,A18,Jira,12
2024-01-19,A18,Amazon Pay,18
2024-01-20,A18,Amazon,19
2024-01-21,A18,Amazon,13
2024-01-22,A18,LinkedIn,13
2024-01-23,A18,Salesforce,14
2024-01-24,A18,GitLab,17
2024-01-25,A18,Google Pay,15
2024-01-26,A18,Amazon,13
2024-01-27,A18,Amazon,11
2024-01-28,A18,LinkedIn,14
2024-01-29,A18,GitHub,13
2024-01-30,A18,Netflix,15
2024-01-31,A18,Dropbox,14
2024-02-01,A18,Freshdesk,16
2024-02-02,A18,Slack,18
2024-02-03,A18,Instagram,17
2024-02-04,A18,Confluence,9
2024-02-05,A18,Amazon,18
2024-02-06,A18,Stripe,12
2024-02-07,A18,LinkedIn,17
2024-02-08,A18,Confluence,15
2024-02-09,A18,OpenAI,15
2024-02-10,A18,Freshdesk,21
2024-02-11,A18,Slack,12
2024-02-12,A18,PhonePe,12
2024-02-13,A18,Slack,20
2024-02-14,A18,Amazon Pay,14
2024-02-15,A18,OpenAI,21
2024-02-16,A18,Snapchat,11
2024-02-17,A18,Zoom,12
2024-02-18,A18,Freshdesk,15
2024-02-19,A18,Amazon Pay,18
2024-02-20,A18,AWS,15
2024-02-21,A18,Uber,14
2024-02-22,A18,Twitter (X),17
2024-02-23,A18,Paytm,22
2024-02-24,A18,Slack,16
2024-02-25,A18,Jira,10
2024-02-26,A18,Confluence,13
2024-02-27,A18,OpenAI,10
2024-02-28,A18,Facebook,18
2024-02-29,A18,Ola,13
2024-03-01,A18,PayPal,15
2024-03-02,A18,Ola,11
2024-03-03,A18,Freshdesk,12
2024-03-04,A18,Jira,12
2024-03-05,A18,Microsoft Azure,17
2024-03-06,A18,Facebook,20
2024-03-07,A18,Uber,24
2024-03-08,A18,Paytm,22
2024-03-09,A18,AWS,12
2024-03-10,A18,GitHub,19
2024-03-11,A18,Salesforce,16
2024-03-12,A18,Jira,17
2024-03-13,A18,Google Pay,21
2024-03-14,A18,Spotify,16
2024-03-15,A18,Confluence,12
2024-03-16,A18,Confluence,17
2024-03-17,A18,Salesforce,16
2024-03-18,A18,Google Cloud,21
2024-03-19,A18,Flipkart,20
2024-03-20,A18,Amazon Pay,21
2024-03-21,A18,GitLab,18
