Time of Call,API Code,App Name,call_count
2023-02-28,A18,WhatsApp,450
2023-03-31,A18,Facebook,451
2023-04-30,A18,PhonePe,435
2023-05-31,A18,Microsoft Azure,458
2023-06-30,A18,Facebook,456
2023-07-31,A18,Spotify,421
2023-08-31,A18,Uber,447
2023-09-30,A18,YouTube,437
2023-10-31,A18,Amazon,455
2023-11-30,A18,Amazon Pay,429
2023-12-31,A18,Zoom,441
2024-01-31,A18,Amazon,472
2024-02-29,A18,Freshdesk,441
2024-03-31,A18,Jira,519
2024-04-30,A18,Salesforce,478
2024-05-31,A18,Ola,445
2024-06-30,A18,Twitter (X),442
2024-07-31,A18,Zoom,458
2024-08-31,A18,Zoho,411
2024-09-30,A18,WhatsApp,415
2024-10-31,A18,LinkedIn,465
2024-11-30,A18,Paytm,460
2024-12-31,A18,Slack,461
2025-01-31,A18,Zoho,481
2025-02-28,A18,Spotify,437
2025-03-31,A18,Google,450
2025-04-30,A18,Microsoft Azure,405
2025-05-31,A18,iCloud,409
2025-06-30,A18,Confluence,429
2025-07-31,A18,YouTube,441
2025-08-31,A18,GitLab,414
2025-09-30,A18,LinkedIn,362
2025-10-31,A18,Razorpay,426
2025-11-30,A18,WhatsApp,220
