Time of Call,API Code,App Name,call_count
2023-02-05,A18,WhatsApp,77
2023-02-12,A18,Snapchat,103
2023-02-19,A18,Flipkart,124
2023-02-26,A18,Google Pay,123
2023-03-05,A18,Facebook,87
2023-03-12,A18,GitHub,109
2023-03-19,A18,Microsoft Teams,120
2023-03-26,A18,Google Pay,86
2023-04-02,A18,Google Pay,105
2023-04-09,A18,PhonePe,101
2023-04-16,A18,Swiggy,107
2023-04-23,A18,Twitter (X),105
2023-04-30,A18,GitHub,89
2023-05-07,A18,Hotstar,105
2023-05-14,A18,GitLab,103
2023-05-21,A18,Microsoft Azure,113
2023-05-28,A18,Amazon,102
2023-06-04,A18,WhatsApp,94
2023-06-11,A18,Swiggy,107
2023-06-18,A18,GitHub,123
2023-06-25,A18,Freshdesk,92
2023-07-02,A18,PayPal,103
2023-07-09,A18,OpenAI,96
2023-07-16,A18,LinkedIn,84
2023-07-23,A18,GitLab,104
2023-07-30,A18,YouTube,93
2023-08-06,A18,Netflix,94
2023-08-13,A18,Flipkart,105
2023-08-20,A18,Google Cloud,105
2023-08-27,A18,YouTube,100
2023-09-03,A18,YouTube,103
2023-09-10,A18,Confluence,107
2023-09-17,A18,GitLab,102
2023-09-24,A18,Google Cloud,103
2023-10-01,A18,Google Cloud,90
2023-10-08,A18,Zomato,113
2023-10-15,A18,Twitter (X),97
2023-10-22,A18,AWS,100
2023-10-29,A18,Slack,111
2023-11-05,A18,Jira,96
2023-11-12,A18,iCloud,94
2023-11-19,A18,Spotify,96
2023-11-26,A18,PayPal,105
2023-12-03,A18,GitHub,108
2023-12-10,A18,Amazon,110
2023-12-17,A18,Zoom,112
2023-12-24,A18,Snapchat,92
2023-12-31,A18,Amazon Pay,82
2024-01-07,A18,Zoom,110
2024-01-14,A18,Swiggy,113
2024-01-21,A18,Amazon,110
2024-01-28,A18,LinkedIn,97
2024-02-04,A18,Razorpay,102
2024-02-11,A18,Uber,110
2024-02-18,A18,Freshdesk,105
2024-02-25,A18,Microsoft Teams,112
2024-03-03,A18,Freshdesk,92
2024-03-10,A18,Uber,126
2024-03-17,A18,Salesforce,115
2024-03-24,A18,Amazon Pay,133
2024-03-31,A18,Hotstar,107
2024-04-07,A18,Twitter (X),101
2024-04-14,A18,PhonePe,109
2024-04-21,A18,GitHub,113
2024-04-28,A18,Microsoft Azure,125
2024-05-05,A18,Zomato,103
2024-05-12,A18,Microsoft Teams,101
2024-05-19,A18,iCloud,92
2024-05-26,A18,Instagram,101
2024-06-02,A18,Ola,105
2024-06-09,A18,Twitter (X),114
2024-06-16,A18,Dropbox,106
2024-06-23,A18,Paytm,98
2024-06-30,A18,AWS,97
2024-07-07,A18,Netflix,112
2024-07-14,A18,GitHub,106
2024-07-21,A18,Hotstar,100
2024-07-28,A18,Zoom,103
2024-08-04,A18,Amazon Pay,85
2024-08-11,A18,Paytm,91
2024-08-18,A18,PayPal,94
2024-08-25,A18,GitLab,98
2024-09-01,A18,Confluence,95
2024-09-08,A18,Google Pay,96
2024-09-15,A18,WhatsApp,97
2024-09-22,A18,Hotstar,92
2024-09-29,A18,GitLab,106
2024-10-06,A18,LinkedIn,96
2024-10-13,A18,Uber,109
2024-10-20,A18,Snapchat,95
2024-10-27,A18,LinkedIn,101
2024-11-03,A18,Paytm,124
2024-11-10,A18,AWS,102
2024-11-17,A18,Paytm,116
2024-11-24,A18,GitHub,105
2024-12-01,A18,Paytm,103
2024-12-08,A18,Zomato,89
2024-12-15,A18,Flipkart,124
2024-12-22,A18,Slack,107
2024-12-29,A18,Amazon Pay,94
2025-01-05,A18,Instagram,106
2025-01-12,A18,Freshdesk,114
2025-01-19,A18,Microsoft Azure,107
2025-01-26,A18,Microsoft Azure,102
2025-02-02,A18,Zoho,103
2025-02-09,A18,GitLab,113
2025-02-16,A18,OpenAI,109
2025-02-23,A18,Google,113
2025-03-02,A18,Amazon Pay,111
2025-03-09,A18,GitLab,111
2025-03-16,A18,Google,105
2025-03-23,A18,GitHub,85
2025-03-30,A18,Facebook,100
2025-04-06,A18,PhonePe,96
2025-04-13,A18,Paytm,103
2025-04-20,A18,AWS,98
2025-04-27,A18,Zomato,93
2025-05-04,A18,Microsoft Azure,87
2025-05-11,A18,Microsoft Teams,98
2025-05-18,A18,GitHub,101
2025-05-25,A18,Zoho,83
2025-06-01,A18,Swiggy,87
2025-06-08,A18,Dropbox,112
2025-06-15,A18,Confluence,103
2025-06-22,A18,Confluence,96
2025-06-29,A18,Flipkart,90
2025-07-06,A18,Amazon,116
2025-07-13,A18,Facebook,82
2025-07-20,A18,YouTube,101
2025-07-27,A18,LinkedIn,95
2025-08-03,A18,Facebook,105
2025-08-10,A18,WhatsApp,82
2025-08-17,A18,Hotstar,99
2025-08-24,A18,Google Pay,93
2025-08-31,A18,Google Cloud,97
2025-09-07,A18,Amazon,77
2025-09-14,A18,Netflix,104
2025-09-21,A18,Confluence,84
2025-09-28,A18,LinkedIn,84
2025-10-05,A18,Google,83
2025-10-12,A18,Paytm,99
2025-10-19,A18,WhatsApp,92
2025-10-26,A18,Slack,92
2025-11-02,A18,Razorpay,104
2025-11-09,A18,iCloud,78
2025-11-16,A18,Microsoft Azure,97
2025-11-23,A18,iCloud,14
