Time of Call,API Code,App Name,call_count
2023-02-02,A10,OpenAI,10
2023-02-03,A10,Freshdesk,17
2023-02-04,A10,Flipkart,20
2023-02-05,A10,Amazon,18
2023-02-06,A10,Dropbox,12
2023-02-07,A10,Swiggy,14
2023-02-08,A10,Twitter (X),17
2023-02-09,A10,LinkedIn,25
2023-02-10,A10,Twitter (X),22
2023-02-11,A10,Facebook,17
2023-02-12,A10,LinkedIn,10
2023-02-13,A10,Spotify,15
2023-02-14,A10,Jira,12
2023-02-15,A10,Netflix,15
2023-02-16,A10,AWS,17
2023-02-17,A10,Zomato,14
2023-02-18,A10,Dropbox,18
2023-02-19,A10,AWS,16
2023-02-20,A10,Slack,13
2023-02-21,A10,Salesforce,10
2023-02-22,A10,GitLab,10
2023-02-23,A10,Facebook,14
2023-02-24,A10,Dropbox,13
2023-02-25,A10,LinkedIn,18
2023-02-26,A10,Slack,18
2023-02-27,A10,Hotstar,11
2023-02-28,A10,Spotify,11
2023-03-01,A10,Paytm,9
2023-03-02,A10,Microsoft Teams,18
2023-03-03,A10,LinkedIn,11
2023-03-04,A10,Facebook,10
2023-03-05,A10,Dropbox,12
2023-03-06,A10,Salesforce,20
2023-03-07,A10,Salesforce,7
2023-03-08,A10,Amazon,10
2023-03-09,A10,Instagram,20
2023-03-10,A10,Twitter (X),14
2023-03-11,A10,Jira,16
2023-03-12,A10,Freshdesk,17
2023-03-13,A10,Microsoft Azure,15
2023-03-14,A10,Ola,13
2023-03-15,A10,GitHub,22
2023-03-16,A10,Confluence,14
2023-03-17,A10,PayPal,18
2023-03-18,A10,Amazon Pay,18
2023-03-19,A10,Uber,13
2023-03-20,A10,PhonePe,21
2023-03-21,A10,GitLab,10
2023-03-22,A10,YouTube,8
2023-03-23,A10,Snapchat,20
2023-03-24,A10,GitLab,13
2023-03-25,A10,Microsoft Azure,17
2023-03-26,A10,Amazon,15
2023-03-27,A10,Amazon,14
2023-03-28,A10,Google Pay,21
2023-03-29,A10,Amazon Pay,19
2023-03-30,A10,Dropbox,9
2023-03-31,A10,Paytm,22
2023-04-01,A10,AWS,13
2023-04-02,A10,Ola,15
2023-04-03,A10,Salesforce,15
2023-04-04,A10,Freshdesk,17
2023-04-05,A10,Amazon Pay,15
2023-04-06,A10,Freshdesk,24
2023-04-07,A10,Amazon Pay,16
2023-04-08,A10,Google,15
2023-04-09,A10,Confluence,8
2023-04-10,A10,Amazon,9
2023-04-11,A10,Freshdesk,18
2023-04-12,A10,GitLab,20
2023-04-13,A10,Facebook,22
2023-04-14,A10,AWS,10
2023-04-15,A10,LinkedIn,19
2023-04-16,A10,Stripe,10
2023-04-17,A10,AWS,10
2023-04-18,A10,GitHub,9
2023-04-19,A10,Spotify,14
2023-04-20,A10,Amazon,11
2023-04-21,A10,Google Pay,14
2023-04-22,A10,GitLab,14
2023-04-23,A10,Amazon,23
2023-04-24,A10,Spotify,16
2023-04-25,A10,PayPal,10
2023-04-26,A10,Confluence,18
2023-04-27,A10,Snapchat,15
2023-04-28,A10,Google Pay,17
2023-04-29,A10,GitHub,11
2023-04-30,A10,AWS,13
2023-05-01,A10,Dropbox,15
2023-05-02,A10,Flipkart,7
2023-05-03,A10,Flipkart,18
2023-05-04,A10,Freshdesk,20
2023-05-05,A10,Amazon,16
2023-05-06,A10,Google Pay,14
2023-05-07,A10,Amazon,18
2023-05-08,A10,YouTube,13
2023-05-09,A10,Uber,14
2023-05-10,A10,Spotify,25
2023-05-11,A10,PayPal,13
2023-05-12,A10,Netflix,21
2023-05-13,A10,Confluence,15
2023-05-14,A10,Amazon Pay,20
2023-05-15,A10,Google,17
2023-05-16,A10,Facebook,16
2023-05-17,A10,Dropbox,11
2023-05-18,A10,Amazon Pay,14
2023-05-19,A10,GitHub,11
2023-05-20,A10,Zoom,12
2023-05-21,A10,Flipkart,14
2023-05-22,A10,Zomato,14
2023-05-23,A10,Stripe,20
2023-05-24,A10,Amazon,24
2023-05-25,A10,Swiggy,10
2023-05-26,A10,Jira,19
2023-05-27,A10,Netflix,19
2023-05-28,A10,Freshdesk,14
2023-05-29,A10,Google,17
2023-05-30,A10,Swiggy,19
2023-05-31,A10,Amazon Pay,16
2023-06-01,A10,Flipkart,11
2023-06-02,A10,Confluence,10
2023-06-03,A10,Salesforce,18
2023-06-04,A10,Facebook,12
2023-06-05,A10,Twitter (X),16
2023-06-06,A10,Amazon,9
2023-06-07,A10,GitLab,15
2023-06-08,A10,Paytm,24
2023-06-09,A10,Stripe,25
2023-06-10,A10,Stripe,11
2023-06-11,A10,Instagram,15
2023-06-12,A10,Jira,15
2023-06-13,A10,GitLab,13
2023-06-14,A10,Google Cloud,14
2023-06-15,A10,Microsoft Azure,20
2023-06-16,A10,GitHub,17
2023-06-17,A10,GitLab,13
2023-06-18,A10,iCloud,15
2023-06-19,A10,Slack,16
2023-06-20,A10,Microsoft Azure,9
2023-06-21,A10,Google,18
2023-06-22,A10,Twitter (X),18
2023-06-23,A10,Confluence,18
2023-06-24,A10,Facebook,23
2023-06-25,A10,GitLab,14
2023-06-26,A10,GitHub,11
2023-06-27,A10,Amazon Pay,15
2023-06-28,A10,Flipkart,22
2023-06-29,A10,Netflix,13
2023-06-30,A10,Dropbox,18
2023-07-01,A10,Amazon Pay,18
2023-07-02,A10,GitHub,19
2023-07-03,A10,Netflix,12
2023-07-04,A10,PayPal,12
2023-07-05,A10,LinkedIn,15
2023-07-06,A10,Jira,15
2023-07-07,A10,Swiggy,14
2023-07-08,A10,PhonePe,17
2023-07-09,A10,Zoom,8
2023-07-10,A10,Dropbox,10
2023-07-11,A10,Jira,19
2023-07-12,A10,Facebook,15
2023-07-13,A10,Amazon,17
2023-07-14,A10,Ola,17
2023-07-15,A10,Amazon,12
2023-07-16,A10,Freshdesk,18
2023-07-17,A10,Amazon Pay,10
2023-07-18,A10,Microsoft Teams,15
2023-07-19,A10,GitHub,11
2023-07-20,A10,Facebook,11
2023-07-21,A10,Microsoft Teams,12
2023-07-22,A10,Microsoft Azure,12
2023-07-23,A10,Freshdesk,13
2023-07-24,A10,AWS,12
2023-07-25,A10,Jira,9
2023-07-26,A10,Flipkart,14
2023-07-27,A10,Amazon,18
2023-07-28,A10,Zoho,17
2023-07-29,A10,Amazon,15
2023-07-30,A10,YouTube,17
2023-07-31,A10,Amazon Pay,16
2023-08-01,A10,Razorpay,11
2023-08-02,A10,Amazon Pay,10
2023-08-03,A10,WhatsApp,12
2023-08-04,A10,Zoom,13
2023-08-05,A10,Hotstar,12
2023-08-06,A10,Confluence,16
2023-08-07,A10,Flipkart,20
2023-08-08,A10,Amazon,12
2023-08-09,A10,Ola,28
2023-08-10,A10,Confluence,12
2023-08-11,A10,Netflix,17
2023-08-12,A10,YouTube,14
2023-08-13,A10,Instagram,14
2023-08-14,A10,Paytm,19
2023-08-15,A10,Google Pay,27
2023-08-16,A10,Flipkart,17
2023-08-17,A10,LinkedIn,15
2023-08-18,A10,Confluence,17
2023-08-19,A10,Swiggy,14
2023-08-20,A10,Microsoft Azure,15
2023-08-21,A10,Google Pay,16
2023-08-22,A10,Spotify,15
2023-08-23,A10,Flipkart,24
2023-08-24,A10,Amazon Pay,16
2023-08-25,A10,GitLab,15
2023-08-26,A10,GitHub,17
2023-08-27,A10,Microsoft Azure,17
2023-08-28,A10,Zoho,17
2023-08-29,A10,Stripe,13
2023-08-30,A10,Amazon,12
2023-08-31,A10,Swiggy,13
2023-09-01,A10,Stripe,17
2023-09-02,A10,Amazon,14
2023-09-03,A10,Google Cloud,16
2023-09-04,A10,Spotify,17
2023-09-05,A10,Google,12
2023-09-06,A10,Dropbox,20
2023-09-07,A10,Confluence,9
2023-09-08,A10,Uber,18
2023-09-09,A10,Facebook,17
2023-09-10,A10,Uber,20
2023-09-11,A10,PayPal,10
2023-09-12,A10,AWS,10
2023-09-13,A10,PayPal,18
2023-09-14,A10,Slack,20
2023-09-15,A10,Microsoft Teams,15
2023-09-16,A10,Amazon,15
2023-09-17,A10,Instagram,14
2023-09-18,A10,Flipkart,15
2023-09-19,A10,Ola,20
2023-09-20,A10,Microsoft Teams,14
2023-09-21,A10,GitHub,13
2023-09-22,A10,Zoho,17
2023-09-23,A10,Google Pay,15
2023-09-24,A10,Freshdesk,17
2023-09-25,A10,Flipkart,13
2023-09-26,A10,iCloud,19
2023-09-27,A10,LinkedIn,19
2023-09-28,A10,Google Pay,11
2023-09-29,A10,GitLab,16
2023-09-30,A10,OpenAI,9
2023-10-01,A10,Google,12
2023-10-02,A10,PhonePe,12
2023-10-03,A10,AWS,10
