Time of Call,API Code,App Name,call_count
2023-02-28,A10,Twitter (X),407
2023-03-31,A10,Salesforce,466
2023-04-30,A10,Freshdesk,441
2023-05-31,A10,Zomato,496
2023-06-30,A10,Zoho,468
2023-07-31,A10,Flipkart,440
2023-08-31,A10,Spotify,490
2023-09-30,A10,Google Cloud,460
2023-10-31,A10,PhonePe,435
2023-11-30,A10,Snapchat,455
2023-12-31,A10,Snapchat,499
2024-01-31,A10,Google Cloud,443
2024-02-29,A10,Hotstar,420
2024-03-31,A10,Flipkart,469
2024-04-30,A10,Snapchat,420
2024-05-31,A10,Flipkart,495
2024-06-30,A10,Spotify,446
2024-07-31,A10,GitHub,507
2024-08-31,A10,Razorpay,482
2024-09-30,A10,Dropbox,468
2024-10-31,A10,Ola,460
2024-11-30,A10,Uber,481
2024-12-31,A10,Stripe,475
2025-01-31,A10,GitLab,475
2025-02-28,A10,Netflix,395
2025-03-31,A10,Google,439
2025-04-30,A10,iCloud,456
2025-05-31,A10,WhatsApp,388
2025-06-30,A10,Confluence,392
2025-07-31,A10,Razorpay,403
2025-08-31,A10,AWS,414
2025-09-30,A10,GitLab,394
2025-10-31,A10,Snapchat,456
2025-11-30,A10,Confluence,226
