Time of Call,API Code,App Name,call_count
2023-02-05,A10,OpenAI,65
2023-02-12,A10,Twitter (X),117
2023-02-19,A10,AWS,107
2023-02-26,A10,Slack,96
2023-03-05,A10,Microsoft Teams,82
2023-03-12,A10,Salesforce,104
2023-03-19,A10,Confluence,113
2023-03-26,A10,GitLab,104
2023-04-02,A10,Hotstar,113
2023-04-09,A10,Freshdesk,110
2023-04-16,A10,Freshdesk,108
2023-04-23,A10,Amazon,95
2023-04-30,A10,AWS,100
2023-05-07,A10,Amazon,108
2023-05-14,A10,Flipkart,121
2023-05-21,A10,Zoom,95
2023-05-28,A10,Zomato,120
2023-06-04,A10,Facebook,103
2023-06-11,A10,Stripe,115
2023-06-18,A10,GitLab,107
2023-06-25,A10,Zoho,116
2023-07-02,A10,GitHub,116
2023-07-09,A10,PayPal,93
2023-07-16,A10,Facebook,108
2023-07-23,A10,Microsoft Teams,84
2023-07-30,A10,Amazon,102
2023-08-06,A10,WhatsApp,90
2023-08-13,A10,Zoom,117
2023-08-20,A10,Microsoft Azure,124
2023-08-27,A10,Spotify,120
2023-09-03,A10,Stripe,102
2023-09-10,A10,Spotify,113
2023-09-17,A10,PayPal,102
2023-09-24,A10,Google Cloud,111
2023-10-01,A10,Uber,99
2023-10-08,A10,Ola,101
2023-10-15,A10,Confluence,91
2023-10-22,A10,PhonePe,105
2023-10-29,A10,YouTube,105
2023-11-05,A10,GitHub,93
2023-11-12,A10,Snapchat,93
2023-11-19,A10,Zoho,119
2023-11-26,A10,AWS,105
2023-12-03,A10,LinkedIn,117
2023-12-10,A10,Snapchat,111
2023-12-17,A10,Google Cloud,109
2023-12-24,A10,Amazon,118
2023-12-31,A10,Paytm,110
2024-01-07,A10,GitLab,97
2024-01-14,A10,Google Pay,95
2024-01-21,A10,Jira,99
2024-01-28,A10,Snapchat,109
2024-02-04,A10,Google Pay,98
2024-02-11,A10,Amazon,92
2024-02-18,A10,Twitter (X),109
2024-02-25,A10,Hotstar,98
2024-03-03,A10,Hotstar,111
2024-03-10,A10,Confluence,113
2024-03-17,A10,Dropbox,107
2024-03-24,A10,Flipkart,101
2024-03-31,A10,Jira,103
2024-04-07,A10,Snapchat,104
2024-04-14,A10,LinkedIn,90
2024-04-21,A10,Amazon,89
2024-04-28,A10,Amazon Pay,110
2024-05-05,A10,Google Pay,109
2024-05-12,A10,Confluence,110
2024-05-19,A10,GitHub,119
2024-05-26,A10,WhatsApp,104
2024-06-02,A10,Jira,107
2024-06-09,A10,Google,111
2024-06-16,A10,AWS,115
2024-06-23,A10,GitHub,95
2024-06-30,A10,Spotify,98
2024-07-07,A10,Flipkart,119
2024-07-14,A10,Hotstar,126
2024-07-21,A10,WhatsApp,97
2024-07-28,A10,Google Cloud,105
2024-08-04,A10,Netflix,124
2024-08-11,A10,Zoho,106
2024-08-18,A10,Google Cloud,119
2024-08-25,A10,Amazon,90
2024-09-01,A10,Razorpay,117
2024-09-08,A10,WhatsApp,113
2024-09-15,A10,Confluence,108
2024-09-22,A10,Amazon,107
2024-09-29,A10,Dropbox,113
2024-10-06,A10,Paytm,107
2024-10-13,A10,Dropbox,109
2024-10-20,A10,Microsoft Azure,102
2024-10-27,A10,Microsoft Teams,96
2024-11-03,A10,PayPal,100
2024-11-10,A10,Dropbox,134
2024-11-17,A10,PhonePe,100
2024-11-24,A10,Stripe,106
2024-12-01,A10,Snapchat,113
2024-12-08,A10,Swiggy,101
2024-12-15,A10,Stripe,107
2024-12-22,A10,Razorpay,105
2024-12-29,A10,GitHub,108
2025-01-05,A10,PayPal,122
2025-01-12,A10,Amazon,119
2025-01-19,A10,Facebook,104
2025-01-26,A10,iCloud,99
2025-02-02,A10,Flipkart,105
2025-02-09,A10,Snapchat,105
2025-02-16,A10,Paytm,92
2025-02-23,A10,Amazon Pay,96
2025-03-02,A10,Hotstar,101
2025-03-09,A10,Uber,96
2025-03-16,A10,Amazon,101
2025-03-23,A10,PayPal,89
2025-03-30,A10,Google,106
2025-04-06,A10,Confluence,112
2025-04-13,A10,Flipkart,120
2025-04-20,A10,Google Cloud,92
2025-04-27,A10,Snapchat,104
2025-05-04,A10,OpenAI,85
2025-05-11,A10,AWS,84
2025-05-18,A10,Dropbox,86
2025-05-25,A10,Twitter (X),100
2025-06-01,A10,Jira,89
2025-06-08,A10,Confluence,93
2025-06-15,A10,Google Cloud,89
2025-06-22,A10,Zoom,92
2025-06-29,A10,Amazon,93
2025-07-06,A10,Uber,92
2025-07-13,A10,Stripe,97
2025-07-20,A10,Google,101
2025-07-27,A10,Razorpay,72
2025-08-03,A10,Jira,89
2025-08-10,A10,AWS,95
2025-08-17,A10,LinkedIn,84
2025-08-24,A10,Spotify,90
2025-08-31,A10,Netflix,109
2025-09-07,A10,Dropbox,107
2025-09-14,A10,Google,88
2025-09-21,A10,Confluence,92
2025-09-28,A10,Google,83
2025-10-05,A10,LinkedIn,101
2025-10-12,A10,Instagram,117
2025-10-19,A10,OpenAI,95
2025-10-26,A10,Swiggy,95
2025-11-02,A10,Razorpay,90
2025-11-09,A10,Flipkart,87
2025-11-16,A10,iCloud,108
2025-11-23,A10,Ola,13
